ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Description,Data_Contributor_ID,Survey_Contributor_ID,Survey_Title,Source,Ethnologue_Name,Glossed_Text_PDF,Glossed_Text_Audio,Metadata,Region,Default_Lect_ID,Lexifier
61,Fanakalo,,-28.532656,30.855103,fana1235,fng,"The use of Fanakalo pidgin was one of the ways in which inter-ethnic communication was achieved in 19th Century South Africa, first among speakers of Zulu, Xhosa, English and Afrikaans in different contexts in the Eastern Cape and Natal. It later spread to incoming Indian migrants from the 1860s onwards and was used in the gold mines of the 1880s and became closely associated with the mining industry.  Grammatical and lexical differences across the country are minor, though there is some phonetic variation according to speakers’ L1s. The grammatical descriptions in the <span style=""font-style: italic;"">APiCS</span> contribution draw on a variety of written and oral sources, including the academic writings of Trapp (1908), Cole (1953), Mesthrie (1989), and Adendorff (1995) as well as descriptions in handbooks put out by the mining houses or by authors aiming to promulgate the pidgin in contexts of domestic or farming employment. Where necessary the intuitions of Mesthrie and his farming relatives were used, supplemented by recordings of White, Zulu and Indian speakers by Clarissa Surek-Clark. The sample of Fanakalo speech provided for the <span style=""font-style: italic;"">APiCS</span> contribution is drawn from two Indian women in a rural context who had no other common means of speaking. This Indian variety may thus at a pinch be considered the <span style=""font-weight: bold;"">default Fanakalo lect </span>in the <span style=""font-style: italic;"">APiCS</span> contribution. In this regard it is noteworthy that some authors had earlier considered Fanakalo an Indian invention or characteristically Indian phenomenon (Trapp 1908, Cole 1953).",mesthrierajend,mesthrierajend surekclarkclarissa,"Fanakalo. In ""The survey of pidgin and creole languages"". Volume 3: Contact Languages Based on Languages from Africa, Asia, Australia, and the Americas",1;1021;1052;1086;1262;13;14;1495;157;1575;253;271;408;499;650;837;93;940;941;1879[survey],Fanagalo,30966766d294dea5385821cb96225509,c0e9c0e76948a383f427b1ef20bb9aac,"{""Other names"": ""Fanagalo, Chilapalapa"", ""Number of speakers"": ""probably 3 million or so, but now declining"", ""Major lexifier"": ""Zulu"", ""Other contributing languages"": ""Afrikaans, English"", ""Location"": ""South Africa, also neighbouring countries"", ""Official languages of South Africa"": ""Afrikaans , English , Ndebele , Northern Sotho , Sotho , Swazi , Tswana , Tsonga , Venda , Xhosa , and Zulu""}",Southern Africa,,Bantu
62,Mixed Ma’a/Mbugu,,-4.533333,38.366669,mbug1240,mhd,"Ma’á/Mbugu is a mixed language based on a Bantu language with the same name. The mixed variety and the Bantu language share the same grammar and have two parallel lexicons. The language is spoken in the Usambara mountains of Tanzania. Speakers of Ma’á/Mbugu also speak Shambaa, the dominant language of the area, and Swahili, the national and official language of the country. Ethnologue reports 7000 speakers among 32000 ethnic Mbugu. The people are more or less concentrated in three different locations which also show some dialect variation: Rangwi, Bumbuli and Magamba. The default lect that we chose for description in <span style=""font-style: italic;"">APiCS</span> is that of Magamba.",mousmaarten,mousmaarten,"Mixed Ma’a/Mbugu. In ""The survey of pidgin and creole languages"". Volume 3: Contact Languages Based on Languages from Africa, Asia, Australia, and the Americas",988;1898[survey],Mbugu,1ec6a861ff5d8e1a2f789fd2f21f36f4,2a536d1703b7418e0efde52240982c40,"{""Autoglossonym"": ""(Inner) Ma\u2019\u00e1, Inner Mbugu"", ""Other name"": ""Mbugu"", ""Number of speakers"": ""7,000"", ""Major lexifiers"": ""Southern Cushitic, Eastern Cushitic, Maasai"", ""Other contributing languages"": ""Shambaa, Pare"", ""Location"": ""Usambara Mountains, Tanzania"", ""Official languages of Tanzania"": ""Swahili, English""}",Central and East Africa,,Other
63,Kinubi,,0.666667,32.083332,nubi1253,kcn,"Kinubi <span style=""font-style: italic;""> </span>is an Arabic-based creole spoken today mainly in Uganda and in Kenya. It is spoken as a first language by the Nubi. According to some sources, it is also spoken as a lingua franca by non-Nubi in some towns of western Uganda. Most of the Nubi, especially the male population, also speak Swahili – which has influenced Kinubi at many levels – and English. Formerly, there were some Nubi communities in Tanzania and Somalia too, but it seems that Tanzanian Nubi do not speak the language anymore, while the Nubi of Somalia accompanied the British and settled down in Kenya in 1921. Apparently, some Nubi communities also live in the Democratic Republic of Congo, mainly in the cities close to the Ugandan border. 

Kinubi is closely related to Juba Arabic (and to Bongor Arabic, spoken today in Chad), but it also includes many words borrowed from Swahili and English. There are two main varieties of Kinubi: Ugandan Kinubi and Kenyan Kinubi, though both forms are very close to each other. Though it is mainly a spoken language, it is also written in Latin characters, mainly in correspondence. The <span style=""font-weight: bold;"">default lect</span> that we chose for description in <span style=""font-style: italic;"">APiCS</span> is roughly the speech of 20-70 years old male and female people living in Bombo, Kampala (Uganda), Kibera and Mombasa (Kenya).",luffinxavier,luffinxavier,"Kinubi. In ""The survey of pidgin and creole languages"". Volume 3: Contact Languages Based on Languages from Africa, Asia, Australia, and the Americas",1183;1574;1845;622;856;857;974;1891[survey],Nubi,f2aa343217d31445fd9f46402c031b7f,,"{""Autoglossonyms"": ""Kin\u00fabi, Rut\u00e1n n\u00fabi"", ""Number of speakers"": ""unknown"", ""Major lexifier"": ""Sudanese Arabic"", ""Other contributing languages"": ""Egyptian Arabic; Swahili, English (contemporary prestige languages)"", ""Location"": ""Uganda and Kenya; communities in DR Congo and South Sudan; formerly spoken in Somalia and Tanzania"", ""Official languages of Kenya and Uganda"": ""English and Swahili""}",Central and East Africa,,Arabic
64,Juba Arabic,,4.266667,31.016666,suda1237,pga,"Juba Arabic is an Arabic-based pidgincreole spoken in the Republic of South Sudan. At present, Juba Arabic is the major lingua franca of South Sudan as well as of large diaspora communities in Sudan, Egypt, the United States, and Australia. As Juba Arabic has many second- and third-language speakers, it is difficult to estimate the number of its speakers. Since 2005, Juba Arabic has been recognized as ""national language"", whereas English is the only ""official language"" of South Sudan. While it does not possess an established standard orthography, Juba Arabic is widely written in the Latin script. 

It is doubtful whether we can speak of a continuum in the case of Juba Arabic and its Sudanese Arabic lexifier. The prolonged coexistence of Juba Arabic with Sudanese Arabic has resulted in increasing structural affinity between this pidgincreole and its lexifier (labeled as ""<span style=""font-weight: bold;"">Arabic interference</span>"" in the data set). The structural effects of this contact situation vary a great deal according to sociolinguistic variables such as the speakers' residence and their degree of education. Urban speakers and people educated in Arabic generally speak acrolectal varieties, while rural and recently urbanized people tend to speak basilectal varieties. Polylectal variation may be entirely a matter of lexical switching (e.g. the basilectal/mesolectal <span style=""font-style: italic;"">ta/bita</span> against the acrolectal <span style=""font-style: italic;"">ḥagg</span> as possessive marker) or else may include variation affecting phonological rules as well (e.g. the absence of pharyngeal sounds in basilectal varieties against the integration of etymological [ʕ] and [ʔ] in acrolectal/mesolectal varieties). The <span style=""font-weight: bold;"">default lect</span> documented in <span style=""font-style: italic;"">APiCS</span> is a mesolectal variety spoken by young and middle-aged English-educated male speakers born in Juba and displaced in Khartoum in the late 1990s. In the case of our informants, knowledge of Sudanese Arabic correlates with awareness of separateness and ability to keep it apart from Juba Arabic.",manfredistefano petrollinosara,manfredistefano petrollinosara,"Juba Arabic. In ""The survey of pidgin and creole languages"". Volume 3: Contact Languages Based on Languages from Africa, Asia, Australia, and the Americas",1089;1205;1417;1491;1567;700;874;968;969;970;971;972;973;974;1890[survey],"Arabic, Sudanese Creole",184443fbe6d10c2d9c04e41ed4f19e43,232d470795f99cf4a695fdcd7f6b9d47,"{""Autoglossonym"": ""arabi juba"", ""Other names"": ""\u0295arabi juba (Sudanese Arabic) Juba Arabic (English)"", ""Number of speakers"": ""unknown"", ""Major lexifier"": ""Sudanese Arabic"", ""Other contributing languages"": ""Egyptian Arabic, Bari, Pojulu, Dinka, Shilluk"", ""Location"": ""South Sudan and diaspora communities in Sudan, Egypt, Britain, United States, Canada and Australia"", ""Official language of South Sudan"": ""English (since 2005, earlier Arabic)""}",Central and East Africa,,Arabic
65,Chinese Pidgin Russian,,48,134,kjac1234,,"Chinese Pidgin Russian has been extinct for several decades. The <span style=""font-weight: bold;"">default lect</span> that is described in <span style=""font-style: italic;"">APiCS</span> is based on written sources; it was typical for speakers recorded in the 1980s. Some senior (over 70 years old) representatives of  Siberian minorities can still be considered semi-speakers of Chinese Pidgin Russian, but they live in a Russian-speaking milieu, so their Pidgin is influenced by Standard Russian; it is referred to as the <span style=""font-weight: bold;"">depidginized</span> lect. The number of Pidgin semi-speakers is probably about 30 people now.",perekhvalskayaelena,perekhvalskayaelena,"Chinese Pidgin Russian. In ""The survey of pidgin and creole languages"". Volume 3: Contact Languages Based on Languages from Africa, Asia, Australia, and the Americas",1045;1061;1193;1194;1195;1393;1395;141;1561;22;244;458;60;671;707;895;1873[survey],,3d62f1251e9be998e50316a0787d314d,,"{""Autoglossonym"": ""loman\u0259j jazyk, loman\u0259j ruskij"", ""Other names"": ""Russian-Chinese language, Kyahta language, Maimachin dialect"", ""Number of speakers"": ""full speakers: none; semi-speakers: 50"", ""Major lexifier"": ""Russian"", ""Other contributing languages"": ""Chinese, Mongolian, Tungusic languages"", ""Location"": ""southern Siberia, Russian Far East (Russia), Manchuria (China)"", ""Official language of Russian Federation"": ""Russian"", ""Official language of China"": ""Mandarin Chinese""}",East Asia,,Other
66,Sri Lankan Malay,,7,81.25,sril1245,sci,"Sri Lankan Malay (SLM) is spoken by approximately 40,000 people. There has so far been no attempt to establish the precise numbers of speakers. In urban areas, it has become increasingly common over the last (approximately) forty years for many younger native speakers to be less fluent and less expressive in SLM than in other languages that they may have acquired as second languages in childhood or simultaneously with SLM, including Sinhala, English, and in a number of areas, Tamil/Shonam. This intergenerational decline in fluency is less evident in several smaller up-country (highland) communities. By contrast, the Malay residents of the southeastern coastal village of Kirinda, consisting of four hundred families, have thus far experienced no intergenerational decline whatsoever, and are effectively SLM-dominant from earliest childhood. There is strong dialect differentiation between (1) the western coastal area including Colombo, (2) the up-country area including Kandy, and (3) the southeastern area including Kirinda and Hambantota. Most of the data I have used in this <span style=""font-style: italic;"">APiCS</span> contribution, with the exception of a small number of references to Colombo Malay, come from the variety of SLM spoken daily by all generations in Kirinda. This variety is ordinarily referred to by its speakers as <span style=""font-style: italic;"">Java</span> (""Javanese""). It is the default lect<span style=""font-weight: bold;""> </span>in <span style=""font-style: italic;"">APiCS</span>. While speakers of the Kirinda variety understand SLM varieties spoken elsewhere on the island, speakers from outside the southeastern region will find some of its vocabulary, functional morphology, and constructions to be unfamiliar or opaque, although rarely to the point of communicative breakdown.",slomansonpeter,slomansonpeter,"Sri Lankan Malay. In ""The survey of pidgin and creole languages"". Volume 3: Contact Languages Based on Languages from Africa, Asia, Australia, and the Americas",1317;867;1919[survey],Sri Lankan Creole Malay,2e0da7e19e90f8c7bbccf805ede303f5,7fcce31fa082e63f55f2fe2c74e137ab,"{""Autoglossonyms"": ""Melayu, Sri Lanka pe Melayu, Java"", ""Other names"": ""English: Sri Lanka Malay Sinhala: Ja basawa Tamil: Java mozhi"", ""Number of speakers"": ""30,000\u201340,000"", ""Major lexifier"": ""Malay"", ""Other contributing languages"": ""Shonam (Sri Lanka Muslim Tamil), Sinhala"", ""Location"": ""Sri Lanka"", ""Official languages of Sri Lanka"": ""Sinhala, Tamil""}",South Asia,,Malay
67,Singapore Bazaar Malay,,1.329226,104.9,baba1267,,"Singapore Bazaar Malay was spoken by fewer than 10,000 Singaporeans in the island state of Singapore in 2002-2004 when the research was carried out. This contact variety is under threat of extinction in the Singapore context as it has lost its former role as a lingua franca to English, especially among the younger generation. 

Consequently, Singapore Bazaar Malay speakers nowadays are mostly the elderly Singaporeans and some middle-aged Singaporeans who need to be in occupational contact with the older generation who do not speak English and with whom they do not share any common language other than this contact variety. It is used only orally, although it may occur in written form, for example, in the cartoons in Malay. This contact language is normally confined to market places, shop houses, hawker centres and wherever people with no other common language meet and have to communicate. 

Like other contact languages, Singapore Bazaar Malay is not a single unified variety with a multitude of variations corresponding to the speakers’ ethnic and linguistic background, age, education, exposure and frequency of use just to mention few. 

The default lect described in <span style=""font-style: italic;"">APiCS </span>is that of elderly people and those middle-aged Singaporeans whose age ranged from 49 to 77 and who came from different ethnic backgrounds. Some of them were formerly immigrants who had been in Singapore for more than 30 years.",khinkhinayenone,khinkhinayenone,"Singapore Bazaar Malay. In ""The survey of pidgin and creole languages"". Volume 3: Contact Languages Based on Languages from Africa, Asia, Australia, and the Americas",1412;1700;1701;1703;2;708;1864[survey],< Sabah Malay (MSI),c401292ba9441f90556437f937d7787e,f7d4227b47357c64ddefc18232e4d2fe,"{""Autoglossonym"": ""Pasar Malay"", ""Other name"": ""Market Malay"", ""Number of speakers"": ""less than 10,000"", ""Major lexifier"": ""Malay"", ""Other contributing languages"": ""Hokkien, Tamil"", ""Location"": ""Singapore"", ""Official languages of Singapore"": ""English, Malay, Mandarin, and Tamil""}",Southeast Asia,,Malay
68,Ambon Malay,,-3.7,128.149994,ambo1250,abs,"Ambon Malay is spoken in the central and southern Molouccas islands in eastern Indonesia, by about 200,000 native speakers located on the island of Ambon and neighboring islands, as well as in urban locations in the southern Moluccas. In addition, it is widely used as a second language throughout the central and southern Moluccas, by as many as a million speakers. There are also significant communities of speakers of Ambon Malay in Jakarta (the capital of Indonesia) and in the Netherlands (where it is known as <span style=""font-style: italic;"">Melajoe Sini </span>‘Malay here’). Ambon Malay is known as <span style=""font-style: italic;"">Malayu Ambong </span>by its speakers, who often view it as an inferior variety of Indonesian (which is also a language also derived from an older variety of Malay). Since Ambon Malay is seen as a low form of Indonesian, there is wide-scale variation in the language, from a basilectal variant to something closer to Indonesian, but still retaining features of the basilectal variety. This variation is caused by the formality of the domain, the education of the speakers, and the degree to which they identify with the community. There is also variation between the speech of native speakers and second language speakers, who may be influenced by their native languages to varying degrees. Among native speakers, there are two primary variants, one spoken by Muslims, and located mainly on the northern Hitu peninsula of the island, and another spoken by Christians, spoken on the southern Lei Timor peninsula, including the city of Ambon. The description in <span style=""font-style: italic;"">APiCS</span> is based on both of these variants. The variety spoken in the Netherlands has diverged significantly from the Ambon Malay spoken in the homeland over the past 60 years.",paauwscott,paauwscott,"Ambon Malay. In ""The survey of pidgin and creole languages"". Volume 3: Contact Languages Based on Languages from Africa, Asia, Australia, and the Americas",1178;1528;1860[survey],Ambonese Malay,b5b5a41dca0b5021341cc3bcfa474f34,,"{""Autoglossonym"": ""Malayu Ambong"", ""Other names"": ""Indonesian: Bahasa Melayu Ambon; English: Ambon Malay, Ambonese Malay"", ""Number of speakers"": ""up to 1,000,000 speakers, including \u00b1200,000 native speakers"", ""Major lexifier"": ""Vehicular Malay"", ""Other contributing languages"": ""Portuguese, Dutch, vernacular languages of the Moluccas"", ""Location"": ""central and southern Moluccas Islands"", ""Official language of Indonesia"": ""Indonesian (Bahasa Indonesia)""}",Southeast Asia,,Malay
69,Yimas-Arafundi Pidgin,,-4.666667,143.550003,yima1244,,Yimas-Arafundi Pidgin is a trade language used between men of certain clans in Yimas village and the Arafundi speaking village of Auwim in their trade interactions up until its largely falling out of use in the 1950s. Its function has been replaced by Tok Pisin and it is now extremely moribund or more likely extinct. The default lect described here is that remembered by men in their 50s from both villages in the mid 1980s. All data was collected in situ in the mid 1980s by working directly with the few men who could still remember the language by both direct elicitation and the collection of a few narrative texts.,foleywilliama,foleywilliama,"Yimas-Arafundi Pidgin. In ""The survey of pidgin and creole languages"". Volume 3: Contact Languages Based on Languages from Africa, Asia, Australia, and the Americas",93;1926[survey],,7005354ea199bea9818880be79fd1e62,477fd5ed8da57be9590da6ab1fbbede1,"{""Autoglossonym"": ""kar\u0259m ta\u014bgwapasambi malak\u0259k \u2018turned talk\u2019"", ""Other name"": ""Tok Pisin: tainim tok"", ""Number of speakers"": ""< 5, very moribund, probably already extinct"", ""Major lexifier"": ""Yimas"", ""Other contributing language"": ""Arafundi"", ""Location"": ""Arafundi River, East Sepik Province, Papua New Guinea"", ""Official languages of Papua New Guinea"": ""English, Tok Pisin""}",Pacific,,Other
7,Vincentian Creole,,13.133333,-61.216667,vinc1243,svc,"The creole variety spoken on St. Vincent and the Grenadines is English-based. It has neither official nor national status in these territories but is diffused nationwide. The <span style=""font-style: italic;"">APiCS </span>documents one <span style=""font-weight: bold;"">mesolectal</span> attestation for Vincentian in the feature “Raining constructions”, but the <span style=""font-weight: bold;"">default lect</span> featured in <span style=""font-style: italic;"">APiCS </span>is the basilectal variety of Vincentian Creole. This variety can be heard in urban and rural communities on mainland St. Vincent as well as on the Grenadines. No language survey has been conducted nationwide nor in the diaspora communities in North America, Britain and other Caribbean territories to indicate what percentage of the Vincentian population uses this lect. What can be ascertained, however, is that the basilectal varieties are also given airplay during interactive radio-shows, radio-diffused or televised drama festivals and carnival song competitions. Although the variety is mainly oral, there have been attempts at representing this lect in writing, particularly in folk poetry.",prescodpaula,prescodpaula,"Vincentian Creole. In ""The survey of pidgin and creole languages"". Volume 1: English-based and Dutch-based Languages",1085;1244;1245;1246;1247;1248;1249;209;420;984;1925[survey],Vincentian Creole English,ecedc2df4c81b72e09046b75daac6a87,61b30feaa466f348f3c76e94332a993b,"{""Autoglossonyms"": ""Vincy , Dialect"", ""Number of speakers"": ""117, 000"", ""Major lexifier"": ""varieties of English"", ""Other contributing languages"": ""Atlantic-Congo languages"", ""Location"": ""Saint Vincent and the Grenadines and diaspora communities in North America, Britain and other Caribbean territories"", ""Official language of Saint Vincent and the Grenadines"": ""English""}",Caribbean,,English
70,Pidgin Hindustani,,-17.905569,178.088379,,,"Pidgin Hindustani is a medium of inter-ethnic communication in Fiji. Along with Pidgin Fijian (and now more commonly, Fiji English), it has been widely used for informal interactions between indigenous Fijians and Fiji Indians (or Indo-Fijians), and to some extent between Chinese shopkeepers and Fiji Indians.<span style=""font-style: italic;""> </span>The <span style=""font-weight: bold;"">default lect </span>documented in <span style=""font-style: italic;"">APiCS </span>is the one spoken by rural Fijians who interact frequently with Fiji Indians. It is based on recordings made in 1983 in villages in the Nadi district of western Viti Levu. All examples come from Seci Bola of Vatutu village and Risidriu of Numbuta village (now both deceased).",siegeljeff,siegeljeff,"Pidgin Hindustani. In ""The survey of pidgin and creole languages"". Volume 3: Contact Languages Based on Languages from Africa, Asia, Australia, and the Americas",1401;1402;93;1908[survey],,b620290d51eb654bb345516b1bee1d29,56e379fd7bf8304798310c069d9f3922,"{""Number of speakers"": ""unknown"", ""Major lexifier"": ""Fiji Hindi"", ""Other contributing languages"": ""Fijian, English"", ""Location"": ""Fiji"", ""Official languages of Fiji"": ""English, Fijian, Hindustani""}",Pacific,,Other
71,Pidgin Hawaiian,,19.8,-156.85,pidg1249,,"Pidgin Hawaiian is an extinct contact language spoken mainly in the Kingdom of Hawai'i in the last quarter of the 19th century, derived from earlier L2 varieties of Hawaiian. It was the primary means of communication in the sugar industry (primarily between speakers of Hawaiian, English, Chinese, Portuguese, and Japanese) prior to the rise of Hawai'i Pidgin English (the forerunner of Hawai'i Creole, described in <span style=""font-style: italic;"">APiCS </span>by Viveka Velupillai) in that social context. The growing utility of the Anglophone pidgin eventually restricted Pidgin Hawaiian to interactions involving native speakers of Hawaiian by the second quarter of the 20th century. Because this is an extinct language, lectal boundaries are unclear. However data utilized in the documentation of Pidgin Hawaiian in <span style=""font-style: italic;"">APiCS </span>reflect clear stylistic differences. Pidgin Hawaiian when used as the medium of court testimony tended to be more formal than the form appearing in newspapers (which more frequently attested salient basilectal features and reflected a much more reduced vocabulary). Since court testimony was much more prolific than other written sources, the representation of Pidgin Hawaiian in <span style=""font-style: italic;"">APiCS </span>is skewed towards more mesolectal or acrolectal varieties. Newspaper sources on the other hand may have employed basilectal exaggeration, increasing the frequency of distinctive pidgin features. Also the Pidgin Hawaiian spoken when Chinese dominated the immigrant population (before 1890) had certain rare grammatical features generally absent in the later period (between 1890 and 1920).  The default lect in the <span style=""font-style: italic;"">APiCS </span>representation is the pidgin attested in the 1880s and 1890s in court testimony.",robertssarahj,robertssarahj,"Pidgin Hawaiian. In ""The survey of pidgin and creole languages"". Volume 3: Contact Languages Based on Languages from Africa, Asia, Australia, and the Americas",1289;1503;1931[survey],,ccbcfe99c80ccaaf648e06b15d031685,,"{""Autoglossonym"": ""\u2018\u014clelo pa\u2018i \u2018ai"", ""Number of speakers"": ""none (extinct)"", ""Major lexifier"": ""Hawaiian (Austronesian family)"", ""Other contributing languages"": ""English, Cantonese, Hakka, Portuguese"", ""Location"": ""Hawaiian Islands"", ""Official languages of Hawai\u2018i"": ""Hawaiian, English""}",Pacific,,Other
72,Gurindji Kriol,,-17.450001,130.983337,guri1249,,"Gurindji Kriol is a mixed language derived from Gurindji (Pama-Nyungan) and Kriol (English-lexifier). It is spoken in the Victoria River District of the Northern Territory (Australia) by around 1000 people, mostly Gurindji people under the age of 40 who live in the Aboriginal community of Kalkaringi, but also Bilinarra and Ngarinyman people who live in the neighbouring communities of Pigeon Hole and Yarralin to the north of Kalkaringi. It is also spoken by diaspora groups living in the towns of Katherine (480km north-east of Kalkaringi) and Darwin (900km north-east of Kalkaringi). The default lect described in <span style=""font-style: italic;"">APiCS </span>is the speech of 20-30 year old Gurindji women living in Kalkaringi. All examples are derived from a corpus collected by Felicity Meakins from 2004-2009. Gurindji Kriol remains an oral language only, with schooling, media and government services almost entirely in Standard Australian English (with provisions for interpreters). Older Gurindji people continue to speak traditional Gurindji, often in code-switching with Kriol. Kriol is the main language spoken by Aboriginal people across northern Australia including in Katherine and Darwin, and has a continuing influence on Gurindji Kriol, particularly in these towns.",meakinsfelicity,meakinsfelicity,"Gurindji Kriol. In ""The survey of pidgin and creole languages"". Volume 3: Contact Languages Based on Languages from Africa, Asia, Australia, and the Americas",1740;1741;1742;1743;1744;1745;400;583;8;918;919;920;922;923;924;1884[survey],Gurindji,6cdd6dcb408b34f60695a37829e67a01,d3ad82b8226870699cd072d6d518135c,"{""Autoglossonyms"": ""Gurindji , miksimap"", ""Number of speakers"": ""1,000"", ""Major lexifiers"": ""Gurindji, Kriol"", ""Other contributing language"": ""English"", ""Location"": ""Victoria River District in northern Australia"", ""Official language of Australia"": ""English""}",Australia,,Other
73,Media Lengua,,-1.816667,-78.199997,medi1245,mue,"Media Lengua, a mixed language with mostly Quechua syntax, morphology, phonology, and semantics and Spanish lexical shapes, is or was used in several distinct areas of Ecuador. My own research was mostly focused on the variety used outside of Salcedo (Cotopaxi) and this is the variety primarily cited in <span style=""font-style: italic;"">APiCS </span>(the<span style=""font-weight: bold;""> default lect</span>). I have also discovered varieties spoken near Saraguro (Loja) and Cañar (Cañar). Subsequently, Jorge Gomez Rendón (Quito) and Jesse Stewart (Manitoba) have been exploring varieties of Media Lengua spoken mostly north of the capital Quito in the province of Imbabura which is referred to as the lect of <span style=""font-weight: bold;"">Imbabura Media Lengua (data Gómez Rendón)</span> in <span style=""font-style: italic;"">APiCS</span>. Earlier reports suggest that Media Lengua was also spoken in Zámbiza, near Quito. It is hard to generalize across all these communities, but perhaps something like “indigenous Quechua speakers with frequent contacts with the Spanish-speaking world” comes closest. This description now holds for a great many indigenous highland people in Ecuador, and there may be varieties of Media Lengua so far unnoticed. Also speakers will not always openly acknowledge using Media Lengua. This makes it hard to give exact numbers of Media Lengua speakers.  Media Lengua has not been reported outside of Ecuador, e.g. in the Peruvian or Bolivian highlands. However, forms of mixing resembling Media Lengua may be found there in special registers, e.g. bilingual songs. Also, Spanish loans with Quechua suffixes have been incorporated into Amazonian languages such as Cocama-Cocamilla, suggesting a possible earlier Media Lengua-like pidgin in the Upper Amazon basin.",muyskenpieter,muyskenpieter,"Media Lengua. In ""The survey of pidgin and creole languages"". Volume 3: Contact Languages Based on Languages from Africa, Asia, Australia, and the Americas",1032;1033;1036;1038;557;558;1899[survey],,712865f7bfd9d18d7fdbcf1096a049c5,,"{""Autoglossonyms"": ""Chaupi Lengua, Catalangu, Utilla Ingiru, Quechua\u00f1ol"", ""Number of speakers"": ""unknown ca. 200 in Cotopaxi province pockets of speakers of other varieties"", ""Major lexifier"": ""Spanish"", ""Other contributing language"": ""Quechua"", ""Location"": ""Cotopaxi and Imbabura throughout the Ecuadorian highlands"", ""Official languages spoken in Ecuador"": ""Spanish, Quichua""}",South America,,Spanish
74,Chinuk Wawa,,53.700001,-127.73333,chin1272,chn,"Chinuk Wawa or Chinook Jargon was spoken in Oregon, Washington, much of British Columbia, and after the mid-nineteenth century also parts of Idaho, southeastern Alaska and the far northwest of California. A knowledge of the language declined rapidly after World War II but several enthusiasts have learnt it from books and remaining speakers since the 1960s. The <span style=""font-weight: bold;"">default lect</span> used in this database is that which is attested in most of the available data on the language from c. 1840 onwards, and represents a variety which has spread in all directions from the mouth of the Columbia River, where it probably originated at an as yet unestablished time and which has been used by speakers of all ethnicities. Structurally and lexically it is fairly stable (apart from increasing relexification from English), although few sources capture the complexity of the phonological system with which it was spoken by many Native Americans and maybe some others. Hale (1890) documents much of the lexicon; the texts in Jacobs 1936 not collected from Victoria Howard and also Boas (1933) represent some of the narratives produced.  

<span style=""font-weight: bold;"">Grand(e) Ronde CW</span> developed at Grand Ronde Reservation, Oregon in the late 19th century and its speakers continued having contact with speakers of Chinookan languages. Nativized in a multilingual setting, it differed phonologically and especially morphologically and lexically from the default lect; as of 2010, one speaker remained, though it is being passed on to tribal members. Confederated Tribes (2011) is a comprehensive account of the language, and the texts from Victoria Howard in Jacobs 1936 also represent this variety. Data from both these lects are presented where possible and where they differ.",grantanthonyp,grantanthonyp,"Chinuk Wawa. In ""The survey of pidgin and creole languages"". Volume 3: Contact Languages Based on Languages from Africa, Asia, Australia, and the Americas",1001;1409;1475;153;154;1641;561;574;595;673;675;93;1874[survey],Chinook jargon,2f50f4f058dce266bad87220c22fdb7c,873a4e148444b5c3e0aa9ec0f5cc59ff,"{""Autoglossonym"": ""( \u010din\u00fak ) w\u00e1wa (no Chinookan name for it seems to have been recorded)"", ""Other names"": ""Chinook Jargon, Jargon, Chinook Pidgin"", ""Number of speakers"": ""1 native speaker of Grand Ronde variety (2009); maybe 1000 people with L2 knowledge (via oral or written means)"", ""Major lexifier"": ""Coastal Chinook"", ""Other contributing languages"": ""English, Nuuchahnulth, French"", ""Location"": ""Western Coastal Canada and US from SE Alaska to far northern California"", ""Official language of the USA: Canada"": ""English (de facto) English, French""}",North America,,Other
75,Michif,,48.833332,-99.800003,mich1243,crg,"Michif is a highly endangered, perhaps moribund language, despite efforts to keep the language alive. In 2013, the number of speakers is probably below 100 – including a handful of young people who learnt it through a master-apprentice program. Michif is spoken by few people in a vast area, covering three Canadian provinces and two US states, and probably never by more than a few thousand people. The language is relatively homogenous. The <span style=""font-weight: bold;"">default lect</span> represented in <span style=""font-style: italic;"">APiCS</span> is the one spoken on both sides of the Manitoba-North Dakota border, in and around the Turtle Mountain Reservation and in southwestern Manitoba. Two deviant lects are known to have existed, one in Camperville (a town in Manitoba where also speakers of the default lect migrated to) influenced by Ojibwe, and one in southeastern Saskatchewan, close to Cypress Hills. Most speakers in Saskatchewan, Montana and probably also Alberta (where no speakers could be found in the field survey) spoke the default lect, whereas a different variety, undocumented, may have been spoken in Minnesota until recently.",bakkerpeter,bakkerpeter,"Michif. In ""The survey of pidgin and creole languages"". Volume 3: Contact Languages Based on Languages from Africa, Asia, Australia, and the Americas",1277;1299;1300;1578;235;521;522;523;789;92;94;1900[survey],Michif,3543cb7abf629c23b5441ce1064f2f1e,d2d0e9af27c9606115ff0f23eef0e40a,"{""Autoglossonyms"": ""Michif, (aan) krii"", ""Other names"": ""Mitchif, M\u00e9tchif, Mitif, Cree, Turtle Mountain Chippewa Cree"", ""Number of speakers"": ""200\u20132,000"", ""Major lexifiers"": ""French and Plains Cree"", ""Other contributing languages"": ""Saulteaux (Ojibwe), English, Assiniboine"", ""Location"": ""Western Canada (Manitoba and Saskatchewan) and adjacent areas in the United States (North Dakota, Montana)"", ""Official languages of Canada and United States"": ""English and French""}",North America,,Other
