ID,Name,Description,Contributor_ID,Chapter,Type,PHOIBLE_Segment_ID,PHOIBLE_Segment_Name,Multivalued,WALS_ID,WALS_Representation,Area,Map_Gall_Peters,metadata
59,Alignment of case marking of personal pronouns,"Here we look at alignment of case marking of personal pronouns, following <span style=""font-style: italic;"">WALS</span> feature 59, by Bernard Comrie. Alignment refers to the comparison between the marking of the A (transitive agent/subject) argument and the P (transitive patient/object) argument with the marking of the S (intransitive subject) argument. Here only the alignment of case/adpositions is considered, and only the marking of (dependent) person forms (full NPs are treated in Feature 58). Neutral alignment refers to situations where both A and P are coded like the S. In accusative alignment, A is coded like the S and P is coded in a special way (by accusative case). In ergative alignment, P is coded like the S and A is coded in a special way (by ergative case).",haspelmathmartin,,primary,,,false,99A,172,Argument marking,9937432f147b91a4388456d9cd6e59fb,{}
6,Order of cardinal numeral and noun,"In this feature (based on <span style=""font-style: italic;"">WALS</span> feature 89, by Matthew S. Dryer), we look at the order of the cardinal numeral with respect to the noun that it modifies, whether it precedes the noun ('five houses') or follows the noun ('houses five'). Cardinal numerals are words that denote the number of things that are referred to by the noun phrase, and they contrast with ordinal numerals, which specify the rank in some order of objects, as in 'fifth chair' (see Feature 35).",haspelmathmartin michaelissusannemaria,,primary,,,true,89A,1154,Word order,4da39e5f2f51e8d2388ca875baccb655,{}
60,Ditransitive constructions with ‘give’,"Ditransitive constructions with the verb ‘give’ have an agent, a recipient and a theme argument. Here we ask how the adpositional or case coding of the recipient and theme compare with the coding of the patient of the ordinary transitive (monotransitive) construction (following <span style=""font-style: italic;"">WALS</span> feature 105, by Martin Haspelmath). If the recipient receives special marking (generally by a preposition, or by a serial verb), and the theme is coded like the monotransitive patient, we are dealing with an <span style=""font-weight: bold;"">indirect-object construction</span> (something like “I gave book <span style=""font-weight: bold;"">to</span> John”, cf. monotransitive “I bought book”). If the theme receives special marking, and the recipient is coded like the monotransitive patient, we are dealing with a <span style=""font-weight: bold;"">secondary-object construction</span> (something like “I gave John <span style=""font-weight: bold;"">with</span> book”, cf. monotransitive “I saw John”). If neither the recipient nor the theme receive special marking, and both are coded like the monotransitive patient, we have the <span style=""font-weight: bold;"">double-object construction</span> (something like “I gave John book”). Only full NP recipients and themes are taken into account for this feature.",haspelmathmartin michaelissusannemaria,,primary,,,true,105A,378,Argument marking,671b9b0d3ac8f5420003773520d7ca70,{}
61,Order of recipient and theme in ditransitive constructions,"This feature primarily concerns the ordering of the recipient and the theme objects of a ditransitive construction, i.e. a construction involving a verb of physical transfer of possession or mental transfer of experience ('give', 'show'). Only full noun phrases are taken into account, as pronouns often show differnt behaviour. The position of the objects with respect to the subject and the verb is also taken into account, although this is analogous to the order in monotransitive clauses.",haspelmathmartin,,primary,,,true,,,Argument marking,2d5f543a13e2d4270a3ca41455edbe68,{}
62,Expression of pronominal subjects,"In this feature (based on <span style=""font-style: italic;"">WALS</span> feature 101, by Matthew S. Dryer), we ask how subjects are expressed when they refer to the speaker ('I', 'we'), to the hearer ('you'), or to a highly activated other referent ('he', 'she', 'it', 'they'). Usually the forms used in such circumstances are person forms. Many languages require subject pronouns which are words, but subject person forms may also be affixes, and in quite a few languages they are option. In two languages subject pronouns occur in a different position from subject full noun phrases.",haspelmathmartin,,primary,,,false,101A,711,Argument marking,0906b909b2c1acb87622b5774256ad25,{}
63,Expletive subject in ‘seem’ constructions,"In this feature, we ask whether there is an expletive subject in a ‘seem’ construction, as in English <span style=""font-weight: bold; font-style: italic;"">It</span><span style=""font-style: italic;""> seems (that) we have stayed long enough/ </span><span style=""font-weight: bold; font-style: italic;"">It</span><span style=""font-style: italic;""> looks like…/ </span><span style=""font-weight: bold; font-style: italic;"">It</span><span style=""font-style: italic;""> appears that it is going to rain. </span>An expletive subject is a pronoun-like element in subject position that has no reference and that functions primarily as a placeholder.<span style=""font-style: italic;"">
</span>A<span style=""font-weight: bold;""> </span>‘seem’ construction is a construction with a matrix verb denoting a propositional attitude ('seem', 'look like', 'resemble') and a complement clause that is its notional subject, as in Pichi <span style=""font-weight: bold; font-style: italic;"">È </span><span style=""font-style: italic;"">fiba se Bòyé gɛt mɔ̀ní. **</span>19-115**<span style=""font-style: italic;""> </span>‘It seems that Boye has money.’
The experiencer of the attitude may be absent as in this Pichi example, or present as an object or oblique (<span style=""font-style: italic;"">It seems </span><span style=""font-weight: bold; font-style: italic;"">to me</span><span style=""font-style: italic;""> that...</span>), as in Casamancese Creole <span style=""font-weight: bold; font-style: italic;"">I</span><span style=""font-style: italic;""> parsí-m kumá i na cobé awosi. **</span>34-98**<span style=""font-style: italic;""> </span>‘It seems to me that it will rain today.’
<span style=""font-style: italic;""> </span>Not all languages have a ‘seem’ construction in the narrow sense intended in this feature, this construction apparently being more typical of European (standard) languages. Some <span style=""font-style: italic;"">APiCS</span> languages only have experiencer-subject propositional attitude constructions like 'I think that...', or they may use adverbs meaning ‘apparently, seemingly’.",michaelissusannemaria,,primary,,,true,,,Argument marking,4975c796e718202fcd449f1223c7760e,{}
64,Expletive subject of existential verb,"By <span style=""font-style: italic;"">existential verb</span>, we refer to the element corresponding to English <span style=""font-style: italic;"">there is</span> in existential clauses like <span style=""font-style: italic;"">There is food on the table. </span>An expletive subject is any element (word or affix) occurring with the existential verb that occupies the structural position of the subject but has no reference of its own. Typical examples are French <span style=""font-style: italic;"">il</span> in <span style=""font-style: italic;"">il y a</span>, German <span style=""font-style: italic;"">es</span> in <span style=""font-style: italic;"">es gibt</span>, English <span style=""font-style: italic;"">there</span> in <span style=""font-style: italic;"">there is</span>, or Nigerian Pidgin <span style=""font-style: italic;"">ì</span> in <span style=""font-style: italic;"">ì g</span><span style=""font-style: italic;"">e</span><span style=""font-style: italic;"">t</span> ‘there is’.",haspelmathmartin,,primary,,,true,,,Argument marking,46672f3df3e3e2daa23d57711464a822,{}
65,Raining constructions,"Meteorological events are not expressed uniformly across languages, and they also exhibit interesting variation in the <span style=""font-style: italic;"">APiCS</span> languages, which is the focus of the present feature. Since languages often code different meteorological events ('the sun in shining', 'it is raining', 'there is a thunderstorm', etc.) with different syntactic constructions, we consider exclusively the situation 'it is raining'.",michaelissusannemaria,,primary,,,true,,,Argument marking,69c4298d5f88d25fb7c9372bebb69645,{}
66,Experiencer constructions with ‘headache’,"In this and the following two features, we will look at different kinds of experiencer constructions<span style=""font-weight: bold;"">,</span> expressing situations involving 'headache' (Feature 66), 'liking' (Feature 67), and 'fear' (Feature 68). There is little systematic typological literature on experiencer constructions. 
          In the questionnaire, we asked for the expression of 'headache', but some contributors could not provide a ‘headache’ example from their language. In this case, examples expressing similar pain experiences were also accepted.
	So this feature is about the type of constructions expressing pain, and more specifically headache, as in English <span style=""font-style: italic;"">She has a headache. </span>Such headache-constructions involve three participants, an experiencer who experiences the pain sensation ('she'), the sensation itself ('ache'), and potentially a body-part ('head') to which this sensation is related.
	There is a lot of interesting variation in such constructions. However in this feature, we mainly focus on the question which of the three participants is coded in subject position. <span style=""font-style: italic;"">Subject</span> is defined here as an argument that is coded like the typical agent in a monotransitive clause, or the single argument of an intransitive clause.
 Many languages are reported to have several different ‘headache’ constructions.",michaelissusannemaria,,primary,,,true,,,Argument marking,fe03079435fd3f74a8696649c5f68ff4,{}
67,Experiencer constructions with ‘like’,"Here we ask about the expressions of situations corresponding to English <span style=""font-style: italic;"">I like mangoes</span>. 'Like' constructions involve two participants, an experiencer ('I') and a stimulus ('mangoes'). For this feature, we focus on the question whether the experiencer is expressed in the subject position (as in 'I like mangoes'), in the object position (as in 'Mangoes please me'), or if it is coded like a dative recipient (as in 'Magoes are pleasing to me'). In one language, both experiencer and stimulus are coded like objects.",michaelissusannemaria,,primary,,,true,,,Argument marking,81db2b6ce63224934a506d3a20513501,{}
68,Experiencer constructions with ‘fear’,"This feature deals with experiencer constructions corresponding to English <span style=""font-style: italic;"">The child is afraid</span>, which may involve three semantic entities:  the experiencer ('the child'), the sensation ('fear'), and the ""body-part"" ('my heart/my soul'). We ask which entity is expressed in the subject position, whether we are dealing with a verbal/non-verbal or transitive/intransitive construction, and whether the experiencer is subject, object, dative, or oblique. We disregard 'fear' constructions in which the stimulus is expressed overtly, i.e. we are looking at 'The child is afraid'<span style=""font-style: italic;"">,</span> but not at 'The child is afraid of the dog.'",michaelissusannemaria,,primary,,,true,,,Argument marking,a26ef2769c3ec7d23d7e9f2131395c71,{}
69,Instrumental expressions,"Instruments such as a <span style=""font-style: italic;"">knife</span>, <span style=""font-style: italic;"">hammer</span>, <span style=""font-style: italic;"">finger</span>, <span style=""font-style: italic;"">water</span> in ‘cut with a knife’, ‘hit with a hammer’, ‘open with her fingers’ or ‘extinguish with water’ are expressend in five main ways, which are the five values of this feature: 
– by an instrumental adposition,
– by an instrumental serial verb,
– by an instrumentral non-serial verb,
– by an instrumental non-serial verb, or 
– by an instrumental case.",maurerphilippe,,primary,,,true,,,Argument marking,e7af287bda5ec5bdba4aa797fe1dfc0e,{}
7,Order of relative clause and noun,"As in <span style=""font-style: italic;"">WALS</span> feature 90 (by Matthew S. Dryer), we define a relative clause as a clause that helps narrow the reference of a noun (the head) and in which the referent of the noun head has a semantic role. This feature is concerned with the order of ordinary attributive relative clauses, and with some special subtypes of relative clauses:
Internally headed relative clauses are not adjacent to the notional head, but contain it inside them. 
The head of a correlative relative clause occurs inside the relative clause together with a relative marker and is taken up by a resumptive demonstrative-like element in the main clause. 
An adjoined relative clause is one which does not occur adjacent to the head noun and is not specially marked as relative clause.",haspelmathmartin michaelissusannemaria,,primary,,,true,90A,825,Word order,e9ad820bf5be3a4758a0e1d2b568ca6a,{}
70,Comitatives and instrumentals,"In this feature (based on <span style=""font-style: italic;"">WALS</span> feature 52, by Thomas Stolz, Cornelia Stroh and Aina Urdze), we ask whether the concept ‘together with’ (comitative) is expressed in the same way or differently from the concept ‘with’ (instrumental).
Serial verb constructions are not taken into account unless they are the only way to express comitatives or instrumentals.",maurerphilippe,,primary,,,false,52A,322,Argument marking,c2f798f613bef9261d35b138497de75c,{}
71,Noun phrase conjunction and comitative,"In this feature (based on <span style=""font-style: italic;"">WALS</span> feature 63, by Leon Stassen), we ask whether a language uses a different marker for noun phrase conjunction (e.g. English <span style=""font-style: italic;"">John </span><span style=""font-weight: bold; font-style: italic;"">and</span><span style=""font-style: italic;""> Mary went to the movies) </span>and comitative phrases (e.g. <span style=""font-style: italic;"">John went to the movies </span><span style=""font-weight: bold; font-style: italic;"">with</span><span style=""font-style: italic;""> Mary</span>), as is the case in English (<span style=""font-style: italic;"">and</span> vs. <span style=""font-style: italic;"">with</span>), or whether the language has the same marker for noun phrase conjunction and comitative phrases, as e.g. in Principense (<span style=""font-weight: bold; font-style: italic;"">ki</span> renders both 'and' and 'with').",maurerphilippe,,primary,,,false,63A,234,Argument marking,2c68b6b49f90a6f1eb18a82048e752e2,{}
72,Nominal and verbal conjunction,"In this feature (based on <span style=""font-style: italic;"">WALS</span> feature 64, by Martin Haspelmath), we ask whether nominal conjunction ('Pat <span style=""font-weight: bold;"">and</span> Kim') and verbal (or clausal) conjunction ('The kids are playing <span style=""font-weight: bold;"">and</span> the parents are talking') are expressed in the same way or differently. While European languages generally have the same conjunction marker for both functions, African languages typically use different markers for these two situations. Overlap means that one marker has both functions and another marker has just one of the functions. If a language has three markers, two can differentiate and the third can lump the two functions, so that there is overlap and differentiation.",haspelmathmartin,,primary,,,false,64A,301,Argument marking,18713cf69a0e49c727714d83d8068be6,{}
73,Predicative noun phrases,"This feature (based on <span style=""font-style: italic;"">WALS</span> feature 120, by Leon Stassen) is about the presence or absence of a copula in clauses with predicative noun phrases with class-inclusion function . Thus we study how a situation like ‘Mary is a singer’ is expressed in the <span style=""font-style: italic;"">APiCS</span> languages. In class-inclusion constructions, the predicative noun phrase (‘a singer’) is indefinite and non-referential. We are disregarding predicative noun phrases with identification function as in ‘My sister is the woman next to the singer’, where the predicative noun phrase is definite and referential. Moreover, we restrict our comparison to stative situations, i.e. we leave aside situations like ‘Mary became a singer’. 
	A copula is defined as any overt element that occurs in such clauses apart from the subject and the predicative noun phrase and that does not normally occur in verbal clauses.",michaelissusannemaria,,primary,,,false,120A,386,Clausal syntax,52e8c3198250724678d53698d9e07ec7,{}
74,Predicative adjectives,"This feature is about the presence or absence of a copula in clauses with predicative adjectives. We ask how a situation such as ‘Mary is old’<span style=""font-style: italic;""> </span>is expressed. Note that “adjective” is defined purely semantically: a word that denotes a property, such as ‘red’, ‘big’, ‘old’, ‘bad’. The issue whether such words are “really verbs” or belong to a separate word class “adjective” is left aside for the purposes of this feature (see also Feature 3, ""Order of adjective and noun"").
	As in Feature 73 (""Predicative noun phrases""), a copula is defined as any overt element that occurs in such clauses apart from the subject and the predicative adjective and that does not normally occur in clauses with action verbs.
Similarly, as in the preceding feature, only present-tense clauses are taken into account. Moreover, we only look at stative predicative adjectives, so we do not consider inchoative situations like ‘Peter got angry’ (cf. Feature 52 on aspect markers and inchoative meaning).",michaelissusannemaria,,primary,,,false,,,Clausal syntax,eb07237a9b7196c69d82a3c791506243,{}
75,Predicative locative phrases,"In this feature we consider a third kind of predicate phrases, focusing on the presence or absence of a copula in clauses with predicative locative phrases. We ask how a situation like 'Mary is in town' or 'The bird is on the tree' is expressed. 
	As in Features 73 and 74, a copula is defined as any overt element that occurs in such clauses apart from the subject and the predicative locative phrase and that does not normally occur in verbal clauses. Again, as for predicative noun phrases, only present-tense clauses are taken into account.",michaelissusannemaria,,primary,,,false,,,Clausal syntax,951b42e61b347260f51320632af727c7,{}
76,Predicative noun phrases and predicative locative phrases,"After having looked at the presence and absence of copulas with predicative noun phrases (Feature 73) and predicative locative phrases (Feature 75), we here compare the two constructions (following <span style=""font-style: italic;"">WALS</span> feature 119, by Leon Stassen). The question is whether sentences corresponding to ‘I am a teacher’ and ‘I am in town’ are coded in a different or identical way.
	If one or the two strategies involve zero coding (i.e. no copula is used), this zero-coding also counts as a strategy and is part of the comparison.",michaelissusannemaria,,primary,,,false,119A,386,Clausal syntax,6367e174f9ce9b0e4375746059efde90,{}
77,Predicative possession,"In this feature (based on <span style=""font-style: italic;"">WALS</span> feature 117, by Leon Stassen), we study how predicative possession is expressed. We consider only constructions in which the possessed NP<span style=""font-weight: bold;""> </span>has an indefinite reading, like English <span style=""font-style: italic;"">John has </span><span style=""font-weight: bold; font-style: italic;"">a</span><span style=""font-style: italic;""> horse.</span> 
	In this study, the difference between temporary and permanent possession, for which languages may have different constructions, is irrelevant, so both types of possession situations are included. 
A language may have several predicative possession constructions.",michaelissusannemaria,,primary,,,true,117A,240,Clausal syntax,2de34317e7e6409b937e6316e32b8971,{}
78,Existential verb and transitive possession verb,"This feature investigates whether the existential verb (‘there is’) is identical to the transitive verb of possession ‘have’ (cf. the first value in Feature 77 and Feature 64 on expletive subject of existential verb), as in Seychelles Creole (<span style=""font-style: italic;"">i annan koudvan</span> **56-145** 'there is a hurricane', <span style=""font-style: italic;"">ou annan en zoli lakaz</span> 'you have a nice house'). By “existential verb” we refer to the element corresponding to English <span style=""font-style: italic;"">there is</span> in existential clauses like <span style=""font-style: italic;"">There is food on the table. </span>If the existential verb is not identical to the transitive possession verb, it is identical to a copula verb or includes an additional fixed element such as <span style=""font-style: italic;"">there</span> in English. Some languages have multiple predicative possession constructions, not just a transitive predicative verb like ‘have’. In such languages, we only consider the transitive possession verb, not the other predicative possession constructions. Other languages lack a transitive possession verb. They are classified under the last value (no transitive possession verb).",michaelissusannemaria,,primary,,,false,,,Clausal syntax,22f81235eac5373276ed53a4aea36357,{}
79,Going to named places,"This is the first of several features investigating intransitive and transitive motion constructions. In the present feature, we study the different means to express the action of going to named places, as in English <span style=""font-style: italic;"">She went to Leipzig</span>. Here the named place, <span style=""font-style: italic;"">Leipzig</span> (the goal), is preceded by the preposition <span style=""font-style: italic;"">to</span> which expresses a particular orientation. We call this orientation 'motion-to' in the relevant <span style=""font-style: italic;"">APiCS</span> features, as opposed to 'motion-from' and 'at-rest' orientations. As we can see, different languages use different means to express orientation in directed motion events.
We restrict ourselves to goals which are named places, e.g. names of villages, cities, or countries (for the highly frequent goal/source 'market', see Feature 81 on motion-to and motion-from) because in many languages different kinds of goals are expressed in different ways.",michaelissusannemaria,,primary,,,true,,,Clausal syntax,e4d550d2ecb3042fe6202a6603fa7bed,{}
8,Order of degree word and adjective,"In this feature (based on <span style=""font-style: italic;"">WALS</span> feature 91, by Matthew S. Dryer), we look at the order of degree words (adverbial modifiers) such as 'very', 'a little' and 'more', with respect to an attributive or predicative adjective. A language may have multiple values if different degree words occur in different positions. One language has a degree modifier that simultaneously precedes and follows the adjactive.",haspelmathmartin,,primary,,,true,91A,481,Word order,0580d51febd2ea585d40d40baa73854e,{}
80,Coming from named places,"This feature examines ‘motion-from’ constructions.  As different kinds of sources can be marked differently, we only take named places into account, e.g. names of villages, cities. In expressions like ‘My mother returned from Belair’, many languages do not use a spatial adposition or case. Other languages use adpositions (prepositions, postpositions, circumpositions). Serial verb constructions may also express ‘motion-from’.",michaelissusannemaria,,primary,,,true,,,Clausal syntax,203103a2a7a04ae0fe3ab01c97a685fb,{}
81,Motion-to and motion-from,"While Features 79 and 80 deal with motion-to and motion-from constructions, respectively, in this feature we compare the coding of the two kinds of motion constructions: we investigate whether languages use the same strategy of different strategies to express the two opposite orientations. However in this feature, the goal/source element is not a named place, but a highly frequent place like 'home', 'town', 'village', ‘the market’ or 'the woods'. 
	All European base languages have different constructions for motion-to and motion-from a place in that different prepositions are used: English <span style=""font-weight: bold; font-style: italic;"">to </span><span style=""font-style: italic;"">town/</span><span style=""font-weight: bold; font-style: italic;"">from</span><span style=""font-style: italic;""> town,</span> French <span style=""font-weight: bold; font-style: italic;"">à</span><span style=""font-style: italic;""> la maison/</span><span style=""font-weight: bold; font-style: italic;"">de</span><span style=""font-style: italic;""> la maison,</span> Portuguese <span style=""font-weight: bold; font-style: italic;"">ao</span><span style=""font-style: italic;""> mercado/</span><span style=""font-weight: bold; font-style: italic;"">do</span><span style=""font-style: italic;""> mercado.
</span>	But in <span style=""font-style: italic;"">APiCS</span>, it is striking to see that many European-based languages do not follow the European pattern and instead mark goal and source <span style=""font-style: italic;"">identically</span>. Thus in Krio the preposition <span style=""font-style: italic;"">na</span> occurs in both contexts, in a motion-to context like <span style=""font-style: italic;"">a di go </span><span style=""font-weight: bold; font-style: italic;"">na</span><span style=""font-style: italic;""> di makit **</span>15-104** 'I am going to the market', and a motion-from context like <span style=""font-style: italic;"">a jɛs kɔmɔt </span><span style=""font-weight: bold; font-style: italic;"">na</span><span style=""font-style: italic;""> di makit</span>  **15-105**'I just came back from the market.' The hearer has to infer the relevant orientation from the meaning of the verb.",michaelissusannemaria,,primary,,,false,,,Clausal syntax,9fe4c36bb9dedff5ca975554c8560523,{}
82,Transitive motion verbs: ‘push’,"Features 79 and 80 dealt with intransitive motion-to and motion-from constructions (e.g. 'I go to Leipzig', 'I come from Leipzig'). The present and the following features parallel these two features in that they also analyze motion-to and motion-from constructions, but this time transitive motion constructions with 'push' and 'pull'. 
In this feature, we investigate constructions with the verb 'push' (or semantically very similar transitive motion verbs), as in <span style=""font-style: italic;"">Lea pushed Maria </span><span style=""font-weight: bold; font-style: italic;"">into</span><span style=""font-style: italic;""> the hole</span>. We are especially interested in how orientation or motion-to in this transitive motion verb is expressed in comparison to the corresponding at-rest situation (’to be at a place’). Do we find a special motion-to preposition, such as <span style=""font-style: italic;"">into</span> in the English example cited above, which cannot be used in at-rest contexts (*<span style=""font-style: italic;"">Lea is </span><span style=""font-weight: bold; font-style: italic;"">into</span><span style=""font-style: italic;""> the hole)</span>? Or does the language use the at-rest preposition also for motion-to, which is for instance the case in Seychelles Creole? (cf. motion-to: <span style=""font-style: italic;"">Lea ti pus Mari </span><span style=""font-weight: bold; font-style: italic;"">dan</span><span style=""font-style: italic;""> trou </span>‘Lea pushed Maria into the hole’, at-rest: <span style=""font-style: italic;"">Lea ti </span><span style=""font-weight: bold; font-style: italic;"">dan</span><span style=""font-style: italic;""> trou</span>. ‘Lea was in the hole’).
Some languages may use serial verb constructions (with or without a preposition) to express the transitive motion construction in question.",michaelissusannemaria,,primary,,,true,,,Clausal syntax,86ae895b14b0ef5d3ca26473ea5adf52,{}
83,Transitive motion verbs: ‘pull’,"This feature complements the previous features on transitive motion verbs like 'push'. It deals with transitive motion verbs like 'pull' as in <span style=""font-style: italic;"">Lea pulled Gabriel out of the hole</span>, where the theme (<span style=""font-style: italic;"">Gabriel</span>) is moved away from a source (<span style=""font-style: italic;"">hole</span>). In the English construction, the source is marked by a combination of two prepositions, <span style=""font-style: italic;"">out of.</span> Other languages, however, have the same preposition in motion-from contexts and in at-rest contexts, e.g. Reunion Creole (motion-from:) <span style=""font-style: italic;"">tir le ros </span><span style=""font-weight: bold; font-style: italic;"">dan</span><span style=""font-style: italic;""> la ter  </span>**54-184**<span style=""font-style: italic;""> </span>'to pull the stones out of the ground', (at-rest:) <span style=""font-style: italic;"">Nana tro d ros </span><span style=""font-weight: bold; font-style: italic;"">dan</span><span style=""font-style: italic;""> la ter.</span> **54-185** 'There are too many stones in the ground.'
This kind of polysemous use of the preposition <span style=""font-style: italic;"">dan</span> in Reunion Creole is strikingly different from the situation in its European base language French. In French, transitive motion-from constructions obligatorily show the ablative preposition <span style=""font-style: italic;"">de</span>, as in <span style=""font-style: italic;"">tirer des pierres </span><span style=""font-weight: bold; font-style: italic;"">de</span><span style=""font-style: italic;""> la terre</span> 'to pull stones out/from the ground', not the at-rest prepositions <span style=""font-style: italic;"">dans</span> or <span style=""font-style: italic;"">sur</span> (<span style=""font-style: italic;"">Les pierres sont </span><span style=""font-weight: bold; font-style: italic;"">dans</span><span style=""font-style: italic;""> la terre</span> 'The stones are in the soil').
 	When we speak of at-rest situations, we refer – as in Feature 82 – only to the spatial relations of containment ('in') and attachment ('at') and compare the motion-from constructions with these two kinds of at-rest constructions. The English sentence <span style=""font-style: italic;"">Gabriel is out of the hole</span> may also be regarded as a kind of at-rest situation, but here it is implied that the location of <span style=""font-style: italic;"">Gabriel</span> is a derived one, the result of precisely a motion out of some other location. So if we included all kinds of spatial relations, then even English would have the same marking for at-rest and motion-from. 
	As in Feature 82, there are different means to express transitive motion-from situations, and languages may show several construction types.",michaelissusannemaria,,primary,,,true,,,Clausal syntax,4cf5f62d642ea6853a84bc5d91590f2e,{}
84,Directional serial verb constructions with 'come' and 'go',This feature is about serial verb constructions in which the second verb (‘come’ or ‘go’) specifies the direction of the action that the first verb refers to. The first verb of a directional serial verb construction may be either an intransitive or a transitive verb.,maurerphilippe michaelissusannemaria,,primary,,,false,,,Clausal syntax,e51436ff915a472d63ce8367c0ad1aaf,{}
85,‘Take’ serial verb constructions,"In this feature, we consider serial verb constructions in which one of the two verbs means ‘take’ (or has a closely related meaning such as ‘raise’) and expresses instrumental role or theme role.",maurerphilippe,,primary,,,true,,,Clausal syntax,bddc4cb7d2eac52cbdda345b9173b99e,{}
86,'Give' serial verb constructions,"In serializing languages, the verb 'give' may be used as a serial verb, introducing a recipient or a beneficiary.",maurerphilippe,,primary,,,false,,,Clausal syntax,99c37f71d2587624995cccc09db7937b,{}
87,Reflexive constructions,"This feature describes how reflexive situations such as 'He hates himself', 'She sees herself in the mirror', 'He killed himself' are expressed, i.e. ordinary transitive constructions in which the patient is coreferential with the agent.",haspelmathmartin,,primary,,,true,,,Clausal syntax,0f2e453ece8fe24947bebbba377044ad,{}
88,Intensifiers and reflexive pronouns,"This feature (based on <span style=""font-style: italic;"">WALS</span> feature 47, by Ekkehard König &amp; Peter Siemund (with Stephan Töpper)) deals with reflexive pronouns. Such pronouns are used to indicate that a non-subject argument of a transitive predicate is coreferential with (or bound by) the subject, i.e. expressions like English <span style=""font-style: italic;"">him-self</span>: <span style=""font-style: italic;"">John</span><span style=""font-style: italic;"">1</span><span style=""font-style: italic;""> saw himself</span><span style=""font-style: italic;"">1</span><span style=""font-style: italic;""> in the mirror</span>. (If a noun like ‘head’ is used in such contexts, or if the ordinary personal pronoun is used, this also counts as a “reflexive pronoun” for present purposes.) 
Intensifiers are expressions like <span style=""font-style: italic;"">him-self</span>, which can be adjoined to either NPs or VPs, are invariably focused and thus are prosodically prominent. The main function of intensifiers can be seen in the evoking of alternatives to the referent of the NP they relate to: <span style=""font-style: italic;"">The director himself opened the letter</span> (e.g. not his secretary). 
Here we ask whether intensifiers and reflexives are identical or different. If the reflexive pronoun contains the intensifier (as in Creolese, where <span style=""font-style: italic;"">ii-self</span> is the reflexive pronoun and <span style=""font-style: italic;"">self</span> is the intensifier), this also counts as identity.",haspelmathmartin,,primary,,,false,47A,168,Clausal syntax,de7ff990d2552f4d4e852aca34ac84b3,{}
89,Reciprocal constructions,"This feature (based on <span style=""font-style: italic;"">WALS</span> feature 106, by Elen Malsova and Vladimir P. Nedjalkov) considers reciprocal constructions (constructions translated with ‘each other’) and compares them in particular to reflexive constructions. Reciprocals may be coded just like reflexives (identity), they may be coded in one of thee subtypes of ""special"" constructions, or there may be both reflexive-like and special reciprocal constructions (overlap, second value). Finally, some languages have no special reciprocal construction and have to use two clauses (“iconic coding”, last value).",haspelmathmartin,,primary,,,false,106A,175,Clausal syntax,731b82ede19b5f34bd774e3440886c11,{}
9,Position of definite article in the noun phrase,"A definite article is an element which accompanies nouns and which codes definiteness, like <span style=""font-style: italic;"">the</span> in English. Definite articles need not be obligatory. Definite NPs are NPs whose referent can be uniquely identified by the hearer, as in anaphoric situations, to refer back to something mentioned in the preceding discourse (e.g. <span style=""font-style: italic;"">I bought a new bicycle... My husband likes the bicycle</span>), or in associative contexts, to refer to something that is not mentioned in the preceding discourse but that is identifiable because of an associative relationship (e.g.<span style=""font-style: italic;""> I bought a new bicycle. The saddle is very comfortable</span>).",haspelmathmartin,,primary,,,true,,,Word order,d5b8afdc4f3332350b5f61ddd7a0989b,{}
90,Passive constructions,"A typical passive construction contrasts with a basic active construction, its subject corresponds to the object of the active and the active subject is expressed as an oblique phrase or dropped, it is pragmatically restricted vis-à-vis the active, and it is marked on the verb by an affix or auxiliary. Passives that lack verbal coding (e.g. Bahamian Creole <span style=""font-style: italic;"">I christen in that church</span>) also occur quite widely. Passives may also be atypical in other ways, e.g. Singlish <span style=""font-style: italic;"">John give his boss scold</span> 'John was scolded by his boss', where the active subject becomes the object of the passive auxiliary <span style=""font-style: italic;"">give</span>.",haspelmathmartin,,primary,,,true,,,Clausal syntax,7942d5bafdfc5356e86f8d8e75b86cbb,{}
91,Applicative constructions,"In an applicative construction, there is an additional (direct) object argument compared to the basic non-applicative construction, and there is an overt marker on the verb. Some languages only allow applicative constructions with transitive bases. The applicative object can have a variety of functions, especially benefactive, instrumental and locative function. This feature is based on <span style=""font-style: italic;"">WALS</span> feature 109, by Maria Polinsky.",haspelmathmartin michaelissusannemaria,,primary,,,false,109A,183,Clausal syntax,7ed7e19f52451c450553995624aa5feb,{}
92,Subject relative clauses,"This feature (based on <span style=""font-style: italic;"">WALS</span> feature 122, by Bernard Comrie and Tania Kuteva)concerns the expression of relative clauses whose head has the subject role in the relative clause. A relative clause is defined as a clause that helps narrow the reference of a noun (the head) and in which the referent of the noun head has a semantic role. Relative clauses can be marked by a particle or be left unmarked (zero). The role of the head inside the relative clause can be indicated by a gap (no overt expression), or by a resumptive pronoun. The relative clause and the head’s role may also be marked by the same element a relative pronoun. Relative pronouns are forms that have different subject/object forms or can be combined with an adposition. The non-reduction type subsumes the three minor types of Feature 7 (internally headed, correlative, adjoined).",michaelissusannemaria haspelmathmartin,,primary,,,true,122A,166,Complex sentences,a954c5ac1a122d7d6db4cc824e742c1b,{}
