ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Audio
16-144,16,à wan kɔmɔt nɔ frɔm dɛ [...] slipin ples,à\twan\tkɔmɔt\tnɔ\tfrɔm\tdɛ\t[...]\tslipin\tples,1SG\twant\tcome.out\tFOC\tfrom\tART\t[...]\tsleeping\tplace,I wanted to leave the sleeping place.,,,
17-168,17,À want go tawn.,À\twant\tgo\ttawn.,1SG.SBJ\twant\tgo\ttown,I want to go to town.,,,
17-169,17,À want se mek à go tawn.,À\twant\tse\tmek\tà\tgo\ttawn.,1SG.SBJ\twant\tCOMP\tSBJV\t1SG.SBJ\tgo\ttown,I want to go to town.,,,
18-152,18,Pasto wan preya fo yu.,Pasto\twan\tpreya\tfo\tyu.,pastor\twant\tpray\tfor\tyou,The pastor would like to pray for you.,,,
18-153,18,A wan se mek a go fo maket.,A\twan\tse\tmek\ta\tgo\tfo\tmaket.,1SG.SBJ\twant\tCOMP\tmake\t1SG.SBJ\tgo\tfor\tmarket,I want to go to the market.,,,
18-154,18,Dan wan bi president fo America.,Dan\twan\tbi\tpresident\tfo\tAmerica.,Dan\twant\tCOP\tpresident\tfor\tAmerica,Dan wants/would like to be the President of the United States.,,,
18-155,18,A wan go fo maket.,A\twan\tgo\tfo\tmaket.,1SG.SBJ\twant\tgo\tfor\tmarket,I want to go to the market.,,,
19-190,19,"ɛ̀f yù want baba, yù want go nà peluqueria go kɔt yù hia.","ɛ̀f\tyù\twant\tbaba,\tyù\twant\tgo\tnà\tpeluqueria\tgo\tkɔt\tyù\thia.",if\t2SG\twant\tcut.hair\t2SG\twant\tgo\tLOC\thairdresser\tgo\tcut\t2SG\thair,"If you want to 'baba', you want to go to the hairdresser’s in order to cut your hair.",,,
19-191,19,À want mek à go de tumara.,À\twant\tmek\tà\tgo\tde\ttumara.,1SG.SBJ\twant\tSBJV\t1SG.SBJ\tgo\tthere\ttomorrow,I want to go there tomorrow.,,,
20-134,20,My wantchee cut he wagee.,My\twantchee\tcut\the\twagee.,1SG\twant\tcut\t3SG.POSS\twage,I wanted to cut his wages.,,,
21-136,21,I also want to go.,I\talso\twant\tto\tgo.,1SG\talso\twant\tto\tgo,I also want to go.,,,
22-169,22,Mi laik go kamap olsem heavy diesel fitter.,Mi\tlaik\tgo\tkamap\tolsem\theavy\tdiesel\tfitter.,1SG\tlike\tgo\tarrive\tthus\theavy\tdiesel\tfitter,I would like to be a heavy diesel fitter.,,,
23-155,23,tingting blong mi mi wantem wok tumas,ting~ting\tblong\tmi\tmi\twantem\twok\ttumas,think~think\tPOSS\t1SG\t1SG\twant\twork\tvery,My thinking was I wanted to work really badly.,,,
24-174,24,Nor gut any government nor wunt fe hawe one complete database.,Nor\tgut\tany\tgovernment\tnor\twunt\tfe\thawe\tone\tcomplete\tdatabase.,NEG\texist\tany\tgovernment\tNEG\twant\tCOMP\thave\tDET.INDF\tcomplete\tdatabase,There is no government that wouldn't like to have a complete database.,,,
25-319,25,"Yu telim olabat hau yu wana seiv thet taka, fo yuself.","Yu\ttel-im\tolabat\thau\tyu\twana\tseiv\tthet\ttaka,\tfo\tyuself.",2SG\ttell-TR\t3PL\thow\t2SG\twant.to\tsave\tDEM\ttucker\tfor\tyourself,You tell them how you want to save that food for yourself.,,,
25-320,25,"Lukat, hi wana teikim dijey.","Lukat,\thi\twana\tteik-im\tdij-ey.",look.out\t3SG\twant\ttake-TR\tPROX-way,"Look out, he wants to take it this way!",,,
25-321,25,Ai wana go tharrei pleibat kad.,Ai\twana\tgo\ttharr-ei\tplei-bat\tkad.,1SG\twant\tgo\tDIST-DIR\tplay-PROG\tcard,I want to go over there to play cards.,,,
26-110,26,da gaɪ laɪg meɪg hambag,da\tgaɪ\tlaɪg\tmeɪg\thambag,ART\tguy\tDESID\tmake\ttrouble,The guy wanted to make trouble.,,,
28-164,28,o wa sukwa bif mɛt bɛri beki,o\twa\tsuku-a\tbifi\tmɛtɛ\tbɛri\tbeki,3SG\tPST\twant-IPFV\ttalk\twith\tBerry\tlittle,She wanted to talk with Berry a little.,,,
28-165,28,gavna ma suka fi nimi hosa ju kriktɛkɛ,gavna\tma\tsuku-a\tfi\tnimi\thoso\tso\tju\tkriki-tɛ\tɛkɛ,Governor\tIRR\twant-IPFV\tfor\tknow\thow\tFOC\t2SG\tget-PFV\t1SG,Governor will want to know how you got me.,,,
29-193,29,Jan wil jou roman lees.,Jan\twil\tjou\troman\tlees.,John\twants\t2SG.POSS\tnovel\tread.INF,John wants to read your novel.,,,
30-205,30,Manhan N kre bai ti sidádi di Práia pa N bá bende un kabritu.,Manhan\tN=kre\tbai\tti=sidádi\tdi=Práia\tpa=N=bá\tbende\tun=kabritu.,tomorrow\t1SG=want\tgo\tup.to=town\tof=Praia\tfor=1SG=go\tsell\ta=kid,"Tomorrow, I want to go to the town of Praia (in order) to sell a kid.",,,
31-164,31,"Ma dja nhos kre brinka-l, mas el sta di mas pa nhos.","Ma\tdja\tnhos\tkre\tbrinka-l,\tmas\tel\tsta\tdi\tmas\tpa\tnhos.",but\tCOMPL\tyou\twant\tplay-it\tbut\tit\tis\tof\tmuch\tfor\tyou,"But you want to play with it; however, it is too much for you.",,,
32-163,32,El krê bai.,El\tkrê\tbai.,3SG\twant\tgo,He wants to go.,,,
33-189,33,N’misti bay.,N’misti\tbay.,1SG.want\tgo,I want to go.,,,
33-190,33,N’misti pa n’bay.,N’misti\tpa\tn’bay.,1SG.want\tthat\t1SG.go,I wish I could go.,,,
34-153,34,I mesté bay kasa.,I\tø\tmesté\tbay\tkasa.,3SG.SBJ\tPFV\twant\tgo\thouse,He/she wants to go home.,,,
35-215,35,Sun na mêsê pa sun be ku mosu se fô?,Sun\tna\tmêsê\tpa\tsun\tbe\tku\tmosu\tse\tf=ô?,2SG\tNEG\twant\tCOMP\t2SG\tgo\twith\tboy\tDEM\tNEG=PCL,Don’t you want to go with the boy?,,,
35-216,35,N mêsê pa n fada nanse ũa kwa.,N\tmêsê\tpa\tn\tfada\tnanse\tũa\tkwa.,1SG\twant\tCOMP\t1SG\ttell\t2PL\ta\tthing,I want to tell you something.,,,
35-217,35,Bô mêsê laba mon?,Bô\tmêsê\tlaba\tmon?,2SG\twant\twash\thand,Do you want to wash your hands?,,,
36-134,36,Ê mêthê m’me ũa kwa rosi.,Ê\tmêthê\tm’me\tũa\tkwa\trosi.,3SG\twant\teat\tone\tthing\tsweet,He wants to eat something sweet.,,,
36-135,36,Ê1 mêthê p’ê1 m’me ũa kwa rosi.,Ê\tmêthê\tpa\tê\tm'me\tũa\tkwa\trosi.,3SG\twant\tthat\t3SG\teat\tone\tthing\tsweet,He wants to eat something sweet.,,,
37-168,37,[…] ê1 mêsê p'êi kaba meze pimyô.,[...]\tê\tmêsê\tpa\tê\tkaba\tmeze\tpimyô.,[...]\t3SG\twant\tCOMP\t3SG\tfinish\ttable\tfirst,[…] he wanted to finish the table first.,,,
37-169,37,"Kompwe, m mêsê we ki me za.","Kompwe,\tm\tmêsê\twe\tki\tme\tza.",fellow\t1SG\twant\tgo\tPOSS\tPOSS.1SG\talready,"My friend, I want to leave now.",,,
37-170,37,"Kompwe, m mêsê we ki me za.","Kompwe,\tm\tmêsê\twe\tki\tme\tza.",friend\t1SG\twant\tgo\tPOSS\tPOSS.1SG\talready,"My friend, I want to leave now.",,,
38-179,38,M’ en ngo fe-f.,Amu\tna\tngo\tfé-f.,1SG\tNEG\twant\tmake-NEG,I do not want to do it.,,,
39-164,39,El kɛr tuma interview.,El\tkɛr\ttum-a\t<interview>.,3SG\twant.NPST\ttake-INF\tinterview,He wants to make an interview.,,,
40-131,40,Pelo kadz pərət anda kere.,Pelo\tkadz\tpərət\tanda\tkere.,OBJ.3PL\thouse\tback\tgo\twant/need,They want/need to go back home.,,,
41-160,41,noospa    avara gitaarpa   um pesaam kera,noos-pa\tavara\tgitaar-pa\tuŋ\tpesaam\tkera,1PL-DAT\tnow\tguitar-DAT\tone\tperson\twant.,Now we need a person for the guitar.,,,
41-161,41,tɔɔna   pintuura kera pegaa?,tɔɔna\tpintuura\tkera\tpegaa?,afterwards\tpicture\twant/VOL\ttake,"So, do you want to take a picture? / So, are you going to take a picture?",,,
41-162,41,"etuspa kapstaayley  noos  kera mustraa kamfalaa,  noos  mesprenda","[etus-pa\tkapstaay=ley\tnoos\tkera\tmustraa\tkam-falaa],\tnoos\tmes-prenda",[3PL.HON-DAT\tcleverness=like\t1PL\twant/VOL\tshow\tCOND-say]\t1PL\tOBLIG-study,"If we want to/are going to demonstrate cleverness to them (i.e. the government), we must study.",,,
42-173,42,yo keré bai kaza,yo\tkeré\tbai\tkaza,1SG\twant\tgo\thouse,I want to go home.,,,
43-116,43,[...] kantu kere da akel ondra kung eo por chega minya djuntu.,[...]\tkantu\tkere\tda\takel\tondra\tkung\teo\tpor\tchega\tminya\tdjuntu.,[...]\tif\twant\tgive\tthat\thonour\tOBJ\t1SG\tPURP\tarrive\tPOSS.1SG\ttogether,[...] [ask] whether he wants to give me the honour of visiting me.,,,
45-136,45,Quiere yo toma agua.,Quiere\tyo\ttoma\tagua.,want\t1SG\tdrink\twater,I want to drink water.,,,
46-180,46,Kyére tu komé?,Kyére\ttu\tkomé?,want\tyou\teat,Do you want to eat?,,,
46-181,46,Kyére 'le komé.,Kyére\t'le\tkomé.,want\ts/he\teat,S/he wants to eat.,,,
47-200,47,Hulanda no ke paga sierto debenan di gobièrnu.,Hulanda\tno\tke\tpaga\tsierto\tdebe\tnan\tdi\tgobièrnu.,Holland\tNEG\twant\tpay\tcertain\tdebt\tPL\tof\tgovernment,Holland does not want to pay certain government debts.,,,
48-172,48,I kelé bae.,I\tkelé\tbae.,I\twant\tgo,I want to go.,,,
48-173,48,¡Ma uto kelé bae nu!,¡Ma\tuto\tkelé\tbae\tnu!,PL\tother\twant\tgo\tnot,The others don't want to go/leave!,,,
49-295,49,Mwen vle pou m marye ak ou.,Mwen\tvle\tpou\tm\tmarye\tak\tou.,1SG\twant\tfor\t1SG\tmarry\twith\t2SG,I want to get married to you.,,,
49-296,49,M vle diri pou m manje.,M\tvle\tdiri\tpou\tm\tmanje.,1SG\twant\trice\tfor\t1SG\teat,It is rice I want to eat. OR: I want to eat rice.,,,
49-298,49,Li vle manje.,Li\tvle\tmanje.,3SG\twant\teat,He/She wants to eat.,,,
50-186,50,An vlé pati.,An\tvlé\tpati.,1SG\twant\tleave,I want to leave.,,,
51-158,51,Man lé pati.,Man\tlé\tpati.,1SG\twant\tleave,I want to leave.,,,
52-100,52,Marie vlé pati,Marie\tvlé\tpati,Mary\twant\tleave,Mary wants to go.,,,
53-363,53,Huey P. Long t ole ède le moun koulèr.,Huey\tP.\tLong\tt\tole\tède\tle\tmoun\tkoulèr.,Huey\tP.\tLong\tPST\twant\thelp\tART.DEF.PL\tperson\tcolour,Huey P. Long wanted to help the coloured people.,,,
53-364,53,Si to olé vini padna no va fouyé ein pi.,Si\tto\tolé\tvini\tpadna\tno\tva\tfouyé\tein\tpi.,if\t2SG\twant\tbecome\tfriend\t1PL\tFUT\tdig\tART.INDF\twell,"If you want to be my friend, we will dig a well.",,,
54-209,54,Li vé rantr son kaz bonn er.,Li\tve\trant\tson\tkaz\tbonner.,3SG.FIN\twant\tgo.back\tPOSS.3SG\thouse\tearly,He wants to get back to his house early.,,,
55-180,55,mo 'le ale — mo aṅvi ale,mo	'le	ale	—	mo	aṅvi	ale,1SG	want	go	 	1SG	want	go,I want to go. — I want to go.,,,
56-190,56,Mon anvi ale.,Mon\tanvi\tale.,1SG\twant\tgo,I want to go.,,,
57-97,57,la ule vja,la\tule\tvja,3SG\twant\tcome,He wants to come.,,,
57-160,57,ma ule mbwar ndite,ma\tule\tmbwar\tndite,1SG\twant\tdrink\ttea,I want to drink tea.,,,
58-120,58,Tata zola nge tinda yandi mbongo.,Tata\tzola\tnge\ttinda\tyandi\tmbongo.,father\twant\t2SG\tsend\t3SG\tmoney,Father wants you to send him money.,,,
59-301,59,tona mo yi ti te [...],tongana\tmo\tyi\tti\tte\t[...],if\t2SG\twant\tof\teat\t[...],If you want to eat [...].,,,
59-302,59,mbi yi mbi gwe,mbi\tyi\tmbi\tgwe,1SG\twant\t1SG\tgo,I want to go.,,,
59-303,59,ai (ti) tene,a-yi\t(ti)\ttene,PM-want\t(to)\tsay,he/she wants to say,,,
59-304,59,(mo) i (yi) ti baa so [...],(mo)\tyi\tti\tbaa\tso\t[...],(2SG)\twant\tto\tsee\tthus\t[...],and then [...],,,
59-305,59,lo (yi) ti pika lo [...],lo\t(yi)\tti\tpika\tlo\t[...],3SG\t(want)\tto\thit\t3SG\t[...],He wanted to hit him [...].,,,
59-306,59,mbi ka ngasa titene futa lapoo,mbi\tka\tngasa\ttitene\tfuta\tlapoo,1SG\tsell\tgoat\tin.order.to\tpay\ttax,I sold a goat to pay the tax.,,,
60-139,60,alingí kokenda,a-ling-í\tko-kend-a,3SG-want-PRS.PRF\tINF-go-FV,He wants to go.,,,
60-140,60,alingí ákenda,a-ling-í\tá-kend-a,3SG-want-PRS.PRF\t3SG.SBJV-go-FV,He wants to go.,,,
61-105,61,Yena funa lo dodan ga yena ga buya khaya.,Yena\tfuna\tlo\tdodan\tga\tyena\tga\tbuya\tkhaya.,she\twants\tART\tson\tPOSS\tshe\tINF\tcome\thome,She wants her son to come home.,,,
62-90,62,sidúmu   kuká,si-dumu\tku-ka,1SG:NEG-want\t15-leave,I don't want to leave.,,,
63-182,63,ána ázu revive dolúka,ána\tázu\trevive\tdolúka,1SG\twant\trevive\tdoluka,I want to revive the doluka (dance).,,,
64-197,64,ána kan déru áynu akú tái,ána\tkan\tdéru\táynu\takú\ttái,1SG\tANT\twant\tsee\tbrother\tPOSS.1SG,I wanted to see my brother.,,,
64-198,64,ána déru rája le béled,ána\tdéru\trája\tle\tbéled,1SG\twant\tcome.back\tto\tcountry,I want to come back to my country.,,,
64-199,64,ána áju rúa istákal fi urúbba,ána\táju\trúa\tistákal\tfi\turúbba,1SG\twant\tgo\twork\tin\tEurope,I want to go to work in Europe.,,,
64-200,64,ínna der árufu ʃunú fi fi sénter,ínna\tder\tárufu\tʃunú\tfi\tfi\tsénter,1PL\twant\tknow\twhat\tEXIST\tin\tcentre,We want to know what is happening in the town centre.,,,
65-141,65,Iwo ne xoʧu fanza ʒiwi.,Iwo\tne\txoʧu\tfanza\tʒiwi.,3SG\tNEG\twant\thouse\tlive,He does not want to live in a house.,,,
65-142,65,Moja ʃibəkə xoʧu kuʃaj.,Moja\tʃibəkə\txoʧu\tkuʃaj.,1SG\tvery.much\twant\teat,I am very hungry.,,,
67-201,67,Kita mao hormat dia  la.,Kita\tmao\thormat\tdia\tla.,1PL\twant\trespect\t3SG\tPCL,We want to respect him.,,,
68-117,68,"Kalo ana ana dong pung rambu mau panjang itu, potong rambu itu.","Kalo\tana~ana\tdong\tpung\trambu\tmau\tpanjang\titu,\tpotong\trambu\titu.",if\tPL~child\t3PL\tPOSS\thair\twant\tlong\tDEM\tcut\thair\tDEM,"If children want to have long hair, cut off their hair.",,,
69-69,69,ama     nan       kandək        ira       namban       wan     anak,ama\tnan\tkandək\tira\tnamban\twa-n\tanak,1SG\tthere\tOBL\tdance\tDAT\tgo-FUT\tCOP,I want to go dance over there.,,,
71-177,71,Wau aole makemake kuai keia moa.,Wau\taole\tmakemake\tkuai\tkeia\tmoa.,1SG\tNEG\twant\tsell\tthis\tchicken,I do not want to sell this chicken.,,,
73-103,73,manchanidami killanan amida,manchani-da-mi\tkilla-na-n\tami-da,terribly-ACC-AFF\tlazy-DESID-3\t1SG.OBJ-ACC,I feel like being terribly lazy.,,,
74-142,74,yáka tq’iχ yáka mákmak uláli,yáka\ttq’iχ\tyáka\tmákmak\tuláli,3SG\twant\t3SG\teat\tberry,He wants to eat berries.,,,
74-143,74,yáka tq’iX tl’ap lêmuto,yáka\ttq’iX\ttl’ap\tlêmuto,3SG\twant\tfind\tsheep,he wished to find sheep,,,
75-245,75,Kimaaton eewiituhteeyin la dans.,Ki-maato-n\tee-wii-ituhtee-yin\tla\tdans.,2-cry-2\tCOMP-want-go-2\tART.F.SG\tdance,You are crying because you want to go to the dance.,,,
75-246,75,Kiiwiikiiweew.,Kii-wii-kiiwee-w.,PST-want-go.home-3,He wanted to go home.,,,
75-247,75,Nuuhteepuuyuuw sa job uhchi.,Nuuhtee-puuyuu-w\tsa\tjob\tuhchi.,want-quit-3\t3.POSS.F\tjob\tfrom,She wants to resign from her job.,,,
76-61,76,innitin picuktu,innitin\tpicuktu,sit\twant,I want to sit down. OR: He wants to sit down.,,,
76-62,76,kilamik navikta pĭcuktu,kilamik\tnavikta\tpĭcuktu,quickly\tbreak\twant,It wants to break quickly. OR: It is brittle.,,,
76-63,76,nuna elekta awoña picuktu,nuna\telekta\tawoña\tpicuktu,land\tgo\tI\twant,I want to go ashore.,,,
1-239,1,"A membre, hem de wan biggisanni.","A\tmemre,\ten\tde\twan\tbigisani.",3SG.SBJ\tthink\t3SG\tCOP\tINDF.SG\tbig.thing,He thinks he is a big shot.,,,
1-240,1,Mi wandi joe za trom hosse homan na plessi Aurora.,Mi\twani\tyu\tsa\ttron\toso-uma\tna\tpresi\tAurora.,1SG\twant\t2SG\tFUT\tbecome\thouse-maid\tLOC\tplace\tAurora,"I want you to become housemaid, instead of Aurora (lit. I want that you become housemaid, instead of Aurora).",,,
2-256,2,Yu denki taki na ala sma o gi bun sani.,Yu\tdenki\ttaki\tna\tala\tsma\to\tgi\tbun\tsani.,you\tthink\tthat\tCOP\tevery\tperson\twill\tgive\tgood\tthing,You think that everyone will give good (spirits).,,,
2-257,2,Dati ede den no wani mi taki.,Dati\tede\tden\tno\twani\tmi\ttaki.,that\thead\tthey\tNEG\twant\tI\ttalk,Therefore they don't want me to talk.,,,
2-258,2,Mi denki yu kaba nanga en.,Mi\tdenki\tyu\tkaba\tnanga\ten.,I\tthink\tyou\tfinish\twith\tit,I thought you were done with it.,,,
3-140,3,A ke faa kisi di ogifou a matu.,A\tke\tfaa\tkisi\tdi\togifou\ta\tmatu.,3SG\twant\tfor.3SG\tcatch\tDEF.SG\towl\tLOC\tjungle,He wants him to catch the owl in the jungle.,,,
3-141,3,M'é tá méni táa a ó kó amanjá.,M'=é\ttá\tméni\ttáa\ta\tó\tkó\tamanjá.,1SG=NEG\tASP\tthink\tsay\t3SG\tMOOD\tcome\ttomorrow,I don't think he will come tomorrow.,,,
4-166,4,A be wani (fu) leli a koni fu a bakaa.,A\tbe\twani\t(fu)\tleli\ta\tkoni\tfu\ta\tbakaa.,he\tPST\twant\t(for)\tlearn\tDET.SG\tclever\tPOSS\tDET.SG\toutsider,He wanted to learn the wisdom of the white people.,,,
4-167,4,"En den e denki taki pe u de ya, u abi sama.","En\tden\te\tdenki\ttaki\tpe\tu\tde\tya,\tu\tabi\tsama.",and\tthey\tIPFV\tthink\tsay\twhere\twe\tCOP\there\twe\thave\tpeople,"And they think that where we are, we have [lots of] people.",,,
4-168,4,A wani (fu) en boy kon tan anga en.,A\twani\t(fu)\ten\tboy\tkon\ttan\tanga\ten.,she\twant\t(for)\ther\tboy\tcome\tstay\twith\ther,She wants her son to come and stay with her.,,,
5-171,5,ii tingk se ii piknin de hoom,ii\ttingk\tse\tii\tpiknin\tde\thoom,3SG\tthink\tCOMP\ther\tson\tLOC.PRED\thome,She thinks that her son is at home.,,,
5-172,5,ii waahn ii pikniin fo de hoom,ii\twaahn\tii\tpikniin\tfo\tde\thoom,3SG\twant\t3SG.POSS\tchild\tto\tLOC.PRED\thome,She wants her child to be at home.,,,
6-104,6,Ah know some of allyuh tink is only TNT ah talking about.,Ah\tknow\tsome\tof\tallyuh\ttink\tis\tonly\tTNT\tah\ttalking\tabout.,1SG\tknow\tsome\tof\t2PL\tthink\tis\tonly\tTNT\t1SG\ttalk.PROG\tabout,I know that some of you think that I am only talking about TNT (Trinidad and Tobago).,,,
6-132,6,Ah want allyuh to tell me.,Ah\twant\tallyuh\tto\ttell\tme.,I\twant\tyou\tto\ttell\tme,I want you to tell me.,,,
7-70,7,Dem waan mi (fo) go jeil.,Dem\twaan\tmi\t(fo)\tgo\tjeil.,3PL\twant\t1SG\t(for)\tgo\tjail,They want me to go to jail.,,,
7-236,7,If yo tingk (dat) a lai fain.,If\tyo\ttingk\t(dat)\ta\tlai\tfain.,if\t2SG\tthink\t(that)\t1SG\tlie\tfine,"If you think I am lying, fine.",,,
7-237,7,Hu yo tingk se so?,Hu\tyo\ttingk\tse\tso?,who\tSBJ\tthink\tsay\tso,Who do you think said that?,,,
8-149,8,Mi tingk se yu de tel mi lai.,Mi\ttingk\tse\tyu\tde\ttel\tmi\tlai.,1SG\tthink\tCOMP\t2SG\tPROG\ttell\t1SG\tlie,I think you are lying to me.,,,
8-150,8,Mi waahn yu fi tek a gud luk.,Mi\twaahn\tyu\tfi\ttek\ta\tgud\tluk.,1SG\twant\t2SG\tINF\ttake\tINDF\tgood\tlook,I want you to take a good look.,,,
9-184,9,Yu no wan a pul wan fu yu?,Yu\tno\twan\ta\tpul\twan\tfu\tyu?,2SG\tNEG\twant\t1SG\tpull\tone\tfor\tyou,Don't you want me to get one for you?,,,
10-227,10,Mi tink se da wan gud ting.,Mi\ttink\tse\tda\twan\tgud\tting.,1SG\tthink\tCOMP\tDEM\tART.INDF\tgood\tthing,I think that's a good thing.,,,
10-228,10,Ihn waahn evribady fi get hapi.,Ihn\twaahn\tevri-bady\tfi\tget\thapi.,3SG\twant\tevery-body\tCOMP\tget\thappy,He wants everybody to become happy.,,,
10-229,10,Ihn waahn ihn vais fi kom fain.,Ihn\twaahn\tihn\tvais\tfi\tkom\tfain.,3SG\twant\t3SG.POSS\tvoice\tCOMP\tcome\tfine,He wanted his voice to sound nice.,,,
10-230,10,Ihn tink se ihn son de huom.,Ihn\ttink\tse\tihn\tson\tde\thuom.,3SG\tthink\tCOMP\t3SG.POSS\tson\tCOP.LOC\thome,She thinks that her son is at home.,,,
10-231,10,Ihn waahn ihn son fi stan huom.,Ihn\twaahn\tihn\tson\tfi\tstan\thuom.,3SG\twant\t3SG.POSS\tson\tCOMP\tstand\thome,She wants her son to stay at home.,,,
11-300,11,Shi tink se iz shi.,Shi\ttink\tse\tiz\tshi.,3SG.F\tthink\tCOMP\tCOP.PRS\t3SG.F,She thought it was her.,,,
11-301,11,Shi mi tink ih son mi huom.,Shi\tmi\ttink\tih\tson\tmi\thuom.,3SG.F\tPST\tthink\t3SG.POSS\tson\tPST\thome,She thought her son was at home.,,,
11-302,11,Dem waa di dakta an ih waif fa daans.,Dem\twaa\tdi\tdakta\tan\tih\twaif\tfa\tdaans.,3PL\twant\tART.DEF\tdoctor\tand\t3SG.POSS\twife\tCOMP\tdance,They wanted the doctor and his wife to dance.,,,
11-303,11,Shi mi waa fu ih son go huom.,Shi\tmi\twaa\tfu\tih\tson\tgo\thuom.,3SG.F\tPST\twant\tCOMP\t3SG.POSS\tson\tgo\thome,She wanted her son to go home.,,,
11-304,11,Dei waahn di mama main di beebi.,Dei\twaahn\tdi\tmama\tmain\tdi\tbeebi.,3PL\twant\tART.DEF\tmother\tmind\tART.DEF\tbaby,They want their mothers to mind their babies.,,,
12-245,12,One of these time - you want me go with you one of these time?,[...]\tyou\twant\tme\tgo\t[...]?,[...]\t2SG.SBJ\twant\t1SG.OBJ\tgo\t[...],[...] you want me to go [with you] [...]?,,,
12-246,12,I think he ride for someone.,I\tthink\the\tride\t[...].,1SG.SBJ\tthink\t3SG.M.SBJ\tride\t[...],I think he rides [[horse races] for someone].,,,
12-247,12,I think he 'bout old as me.,I\tthink\the\t'bout\told\tas\tme.,1SG.SBJ\tthink\t3SG.M.SBJ\tabout\told\tas\tme,I think he’s about my age.,,,
12-248,12,"So - when he came back off the boat, right, no - his wife - his wife - his wife didn't want no one pick the fig - the - the fig off the tree.",[...]\this\twife\tdidn't\twant\tno\tone\tpick\tthe\tfig\t[...].,[...]\t3SG.POSS\twife\tNEG.PST\twant\tno\tone\tpick\tART\tfig[PL]\t[...],[...] his wife didn’t want anyone to pick the figs [...].,,,
13-176,13,Ya mus dohn tink say dat A come fa git rid ob de Law wa God gii Moses.,Ya\tmus\tdohn\ttink\tsay\tdat\tA\tcome\tfa\tgit\trid\tob\tde\tLaw\twa\tGod\tgii\tMoses.,you\tmust\tdon't\tthink\tCOMP\tCOMP\tI\tcome\tfor\tget\trid\tof\tthe\tlaw\twhat\tGod\tgive\tMoses,You must not think that I came to get rid of the law that God gave Moses. (Mt 5.17),,,
13-177,13,E ain wahn nobody fa know e dey.,E\tain\twahn\tnobody\tfa\tknow\te\tdey.,3SG\tNEG.AUX\twant\tnobody\tto\tknow\t3SG\tthere,He doesn't want anybody to know he is there. (Mk 7.24),,,
14-135,14,Bruce thinks that his book is on the table.,Bruce\tthinks\tthat\this\tbook\tis\ton\tthe\ttable.,Bruce\tthinks\tthat\this\tbook\tis\ton\tthe\ttable,Bruce thinks that his book is on the table.,,,
14-136,14,Bruce wants his book to be on the table.,Bruce\twants\this\tbook\tto\tbe\ton\tthe\ttable.,Bruce\twants\this\tbook\tto\tbe\ton\tthe\ttable,Bruce wants his book to be on the table.,,,
15-130,15,a mɛmba se dɛm bin win loto,a\tmɛmba\tse\tdɛm\tbin\twin\tloto,1SG\tthink\tCOMP\t3PL\tPST\twin\tlottery,I thought that they won the lottery.,,,
16-145,16,à tiŋk se jɔ noz sɛf ì dè hiɛ sɔmtiŋ,à\ttiŋk\tse\tjɔ\tnoz\tsɛf\tì\tdè\thiɛ\tsɔmtiŋ,1SG.SBJ\tthink\tCOMP\t2SG.POSS\tnose\tFOC\t3SG.SBJ\tPROG\tsmell\tsomething,I think that even your nose is smelling something.,,,
16-146,16,à wɔn se dè gò kam fiks àm,à\twɔn\tse\tdè\tgò\tkam\tfiks\tàm,1SG\twant\tCOMP\t3PL\tFUT\tcome\tfix\t3SG.OBJ,I want them to come and fix it.,,,
17-170,17,À tink se dè̱m go tawn.,À\ttink\tse\tdè̱m\tgo\ttawn.,1SG.SBJ\tthink\tCOMP\t3PL.SBJ\tgo\ttown,I think that they went to town.,,,
17-171,17,À want se mek dè̱m go tawn.,À\twant\tse\tmek\tdè̱m\tgo\ttawn.,1SG.SBJ\twant\tCOMP\tSBJV\t3PL.SBJ\tgo\ttown,I want them to go to town.,,,
18-156,18,A tin se dem go fo maket.,A\ttin\tse\tdem\tgo\tfo\tmaket.,1SG.SBJ\tthink\tCOMP\t3PL.SBJ\tgo\tfor\tmarket,I think they went to the market.,,,
18-157,18,Yu tin se yu papa go kom fo Douala?,Yu\ttin\tse\tyu\tpapa\tgo\tkom\tfo\tDouala?,2SG.SBJ\tthink\tCOMP\t2SG.POSS\tfather\tgo\tcome\tfor\tDouala,Do you think that your father will come to Douala?,,,
18-158,18,Yu wan se mek yu papa kom fo Douala?,Yu\twan\tse\tmek\tyu\tpapa\tkom\tfo\tDouala?,2SG.SBJ\twant\tCOMP\tmake\t2SG.POSS\tfather\tcome\tfor\tDouala,Do you want your father to come to Douala?,,,
19-192,19,À bìn chɛk se ren gò fɔl.,À\tbìn\tchɛk\tse\tren\tgò\tfɔl.,1SG.SBJ\tPST\tthink\tQUOT\train\tPOT\train.,I thought it might rain.,,,
19-193,19,À want mek yù du mi sɔ̀n febɔ.,À\twant\tmek\tyù\tdu\tmi\tsɔ̀n\tfebɔ.,1SG.SBJ\twant\tSBJV\t2SG\tdo\t1SG.EMPH\tsome\tfavour,I want you to do me a favour.,,,
20-135,20,I thinkee he wantchee some man makee help he.,I\tthinkee\the\twantchee\tsome\tman\tmakee\thelp\the.,1SG\tthink\t3SG\twant\tsome\tman\tmake\thelp\t3SG,I believe he is short of hands.,,,
