pk,jsondata,id,description,markup_description,language_pk,parameter_pk,contribution_pk,source,version
13783,"{""wals_value_number"": 1, ""icon"": ""pie-100-FFFFFF.png""}",71-36,,,71,37,71,Own data,1
13784,"{""_number_of_values"": 2, ""icon"": ""pie-10-FF0000-90-0000FF.png""}",71-37,,,71,38,71,Own data,1
13785,"{""wals_value_number"": 5, ""icon"": ""pie-50-0000FF-50-FFFFFF.png""}",71-38,,,71,39,71,Own data,1
13786,"{""_number_of_values"": 2, ""icon"": ""pie-70-FFFF00-30-FF0000.png""}",71-39,"In the case of predicative use and elliptical answer, the examples for Value 1 are syntactically ambiguous (This book is yours / This book belongs to you; Whose book is this? / This book belongs to whom?). The option in Value 3 is not ambiguous but is comparatively much less common.","In the case of predicative use and elliptical answer, the examples for Value 1 are syntactically ambiguous (This book is yours / This book belongs to you; Whose book is this? / This book belongs to whom?). The option in Value 3 is not ambiguous but is comparatively much less common.",71,40,71,Own data,1
13787,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",71-40,,,71,41,71,Own data,1
13789,"{""wals_value_number"": 3, ""icon"": ""pie-100-000000.png""}",71-42,,,71,43,71,Own data,1
13790,"{""_number_of_values"": 1, ""icon"": ""pie-100-ADD8E6.png""}",71-43,See Example 75 for a modal intervening between verb and temporal adverb.,See Example 75 for a modal intervening between verb and temporal adverb.,71,44,71,Own data,1
13791,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",71-44,"Pidgin Hawaiian has retained a postverbal aspect marker in a minority of texts for imperfective, but it did not retain or develop markers for tense (which was expressed adverbially instead).","Pidgin Hawaiian has retained a postverbal aspect marker in a minority of texts for imperfective, but it did not retain or develop markers for tense (which was expressed adverbially instead).",71,45,71,Own data,1
13793,"{""_number_of_values"": 1, ""icon"": ""pie-100-FF7F00.png""}",71-46,"Hawaiian expresses the progressive via e VERB (DIR) (ADV) ana and present progressive ke VERB (DIR) (ADV) nei, and in early texts of post-1876 Pidgin Hawaiian, postverbal ana was rarely retained and never with the preverbal marker (generally there is no progressive marker in Pidgin Hawaiian). This feature disappeared in later texts. In Example 77, an adverb intervenes between the verb and the particle.","Hawaiian expresses the progressive via <span style=""font-style: italic;"">e</span> VERB (DIR) (ADV) <span style=""font-style: italic;"">ana</span> and present progressive <span style=""font-style: italic;"">ke</span> VERB (DIR) (ADV) <span style=""font-style: italic;"">nei</span>, and in early texts of post-1876 Pidgin Hawaiian, postverbal <span style=""font-style: italic;"">ana</span> was rarely retained and never with the preverbal marker (generally there is no progressive marker in Pidgin Hawaiian). This feature disappeared in later texts. In Example 77, an adverb intervenes between the verb and the particle.",71,47,71,Own data,1
13794,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFF00.png""}",71-47,"For the vast majority of texts, there is no progressive marker. A few speakers however used ana  as an optional means of marking progressive events; this form did not indicate habitual, whether in the lexifier or in the pidgin. The habitual was generally marked via adverbials. There is another potential marker noho which occurs with the habitual. It is however very uncertain, as the potential continuous sense is limited to a single ambiguous example.","For the vast majority of texts, there is no progressive marker. A few speakers however used <span style=""font-style: italic;"">ana</span>  as an optional means of marking progressive events; this form did not indicate habitual, whether in the lexifier or in the pidgin. The habitual was generally marked via adverbials. There is another potential marker <span style=""font-style: italic;"">noho</span> which occurs with the habitual. It is however very uncertain, as the potential continuous sense is limited to a single ambiguous example.",71,48,71,Own data,1
13978,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",37-9,,,37,10,37,,1
13795,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",71-48,Pidgin Hawaiian does not have an auxiliary-like marker for habitual. It does however mark the habitual optionally via the aspectual adverb pauloa manawa.,"Pidgin Hawaiian does not have an auxiliary-like marker for habitual. It does however mark the habitual optionally via the aspectual adverb <span style=""font-style: italic;"">pauloa manawa</span>.",71,49,71,Own data,1
13796,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",71-49,"Hawaiian has a pure aspecual system (ua for perfective, e VERB ana for imperfective, etc.), but this system is lost in the pidgin. Pidgin Hawaiian encompasses temporal adverbs for tense like mamua 'before' for past, as well as aspect adverbs like pau for completive. There is a sporadic retention of postverbal ana for aspect.","Hawaiian has a pure aspecual system (<span style=""font-style: italic;"">ua</span> for perfective,<span style=""font-style: italic;""> e</span> VERB <span style=""font-style: italic;"">ana</span> for imperfective, etc.), but this system is lost in the pidgin. Pidgin Hawaiian encompasses temporal adverbs for tense like <span style=""font-style: italic;"">mamua</span> 'before' for past, as well as aspect adverbs like <span style=""font-style: italic;"">pau</span> for completive. There is a sporadic retention of postverbal <span style=""font-style: italic;"">ana</span> for aspect.",71,50,71,Own data,1
13797,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",71-51,"The unmarked verb may have any temporal or aspectual interpretation. The adverbs that have tense/aspect reference do not 'mark' the verbs in the same way as TAM particles in most creoles (other than postverbal ana which is a TAM particle but which is very rare), and verbs in most cases are unmarked regardless of temporal reference. An unmarked dynamic or stative verb may be present or past.","The unmarked verb may have any temporal or aspectual interpretation. The adverbs that have tense/aspect reference do not 'mark' the verbs in the same way as TAM particles in most creoles (other than postverbal <span style=""font-style: italic;"">ana</span> which is a TAM particle but which is very rare), and verbs in most cases are unmarked regardless of temporal reference. An unmarked dynamic or stative verb may be present or past.",71,52,71,Own data,1
13798,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",71-52,"Inchoative marking in the lexifier did not become part of the pidgin; stative (neuter) verbs were used with inchoative meaning without progressive or completive markers, although adverbs like wikiwiki 'quickly' may have aspectual implications, although not treated as an aspect marker per se.","Inchoative marking in the lexifier did not become part of the pidgin; stative (neuter) verbs were used with inchoative meaning without progressive or completive markers, although adverbs like <span style=""font-style: italic;"">wikiwiki</span> 'quickly' may have aspectual implications, although not treated as an aspect marker per se.",71,53,71,Own data,1
13799,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",71-53,,,71,54,71,Own data,1
13800,"{""wals_value_number"": 4, ""icon"": ""pie-100-FFFFFF.png""}",71-54,,,71,55,71,Own data,1
13801,"{""_number_of_values"": 1, ""icon"": ""pie-100-0000FF.png""}",71-55,"Hiki + verb is used for ability in Pidgin Hawaiian (often in a preverbal position as a modal marker, whereas in Hawaiian this verb embeds a full clause), whereas paha + verb (usually a postverbal modal as in Hawaiian but sometimes preverbal like hiki) expresses epistemic possibility in Pidgin Hawaiian.","<span style=""font-style: italic;"">Hiki</span> + verb is used for ability in Pidgin Hawaiian (often in a preverbal position as a modal marker, whereas in Hawaiian this verb embeds a full clause), whereas <span style=""font-style: italic;"">paha</span> + verb (usually a postverbal modal as in Hawaiian but sometimes preverbal like <span style=""font-style: italic;"">hiki</span>) expresses epistemic possibility in Pidgin Hawaiian.",71,56,71,Own data,1
13815,"{""_number_of_values"": 2, ""icon"": ""pie-70-0000FF-30-FFFFFF.png""}",71-69,"In some cases, instruments may lack any special marking.","In some cases, instruments may lack any special marking.",71,70,71,Own data,1
13816,"{""wals_value_number"": 1, ""icon"": ""pie-100-FFFF00.png""}",71-70,,,71,71,71,Own data,1
13802,"{""wals_value_number"": 1, ""icon"": ""pie-90-0000FF-10-FF0000.png""}",71-56,"The marginal pattern is a retention of the Hawaiian prohibitive mai. This grammatical item was largely eliminated in the pidgin. There was also a stronger 'not allowed to' prohibitive aole kuleana VERB, but this appears to lie beyond what is under consideration here.","The marginal pattern is a retention of the Hawaiian prohibitive <span style=""font-style: italic;"">mai</span>. This grammatical item was largely eliminated in the pidgin. There was also a stronger 'not allowed to' prohibitive <span style=""font-style: italic;"">aole kuleana</span> VERB, but this appears to lie beyond what is under consideration here.",71,57,71,Own data,1
13877,"{""wals_value_number"": 6, ""icon"": ""pie-100-FFFFFF.png""}",70-13,,,70,14,70,Own knowledge,1
13878,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",70-14,,,70,15,70,Own knowledge,1
13879,"{""wals_value_number"": 3, ""icon"": ""pie-100-FFFFFF.png""}",70-15,,,70,16,70,Own knowledge,1
13803,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFF00.png""}",71-57,"The marking of patients with i is fairly rare in Pidgin Hawaiian, compared to the usual pattern without any marking. In the lexifier, patient marking is obligatory. There are no instances of i + akahi (indefinite) and the majority of instances of i co-occur with ke/ka (the retained definite article from the lexifier).","The marking of patients with <span style=""font-style: italic;"">i</span> is fairly rare in Pidgin Hawaiian, compared to the usual pattern without any marking. In the lexifier, patient marking is obligatory. There are no instances of <span style=""font-style: italic;"">i </span>+ <span style=""font-style: italic;"">akahi</span> (indefinite) and the majority of instances of<span style=""font-style: italic;""> i</span> co-occur with <span style=""font-style: italic;"">ke/ka</span> (the retained definite article from the lexifier).",71,58,71,Own data,1
13819,"{""wals_value_number"": 2, ""icon"": ""pie-100-FFFFFF.png""}",71-73,"In the lexifier, predicative noun phrases are formed with he (analyzed by some as an indefinite article and by others as a copula), but this grammatical item was generally absent in Pidgin Hawaiian. A minority of texts do contain he, but not necessarily with class-inclusion sentences.","In the lexifier, predicative noun phrases are formed with <span style=""font-style: italic;"">he</span> (analyzed by some as an indefinite article and by others as a copula), but this grammatical item was generally absent in Pidgin Hawaiian. A minority of texts do contain <span style=""font-style: italic;"">he</span>, but not necessarily with class-inclusion sentences.",71,74,71,Own data,1
13804,"{""wals_value_number"": 2, ""icon"": ""pie-100-0000FF.png""}",71-58,"Pidgin Hawaiian, like its lexifier, aligns A with S, and in the case of neuter verbs (defined by Bauer (1993) as verbs which have non-agentive NPs as their subject, express their agents via an oblique argument, and which cannot be made passive) patient-like S arguments align with A while their agents have the same case-marking as P. However in Hawaiian, agents of neuter verbs are non-core arguments like passive agents and the same marker i is used with objects and direct objects as with non-term obliques and adverbials. This pattern with i is retained marginally in the pidgin.","Pidgin Hawaiian, like its lexifier, aligns A with S, and in the case of neuter verbs (defined by Bauer (1993) as verbs which have non-agentive NPs as their subject, express their agents via an oblique argument, and which cannot be made passive) patient-like S arguments align with A while their agents have the same case-marking as P. However in Hawaiian, agents of neuter verbs are non-core arguments like passive agents and the same marker <span style=""font-style: italic;"">i</span> is used with objects and direct objects as with non-term obliques and adverbials. This pattern with<span style=""font-style: italic;""> i</span> is retained marginally in the pidgin.",71,59,71,Own data,1
13805,"{""wals_value_number"": 2, ""icon"": ""pie-100-0000FF.png""}",71-59,,,71,60,71,Own data,1
13806,"{""wals_value_number"": 2, ""icon"": ""pie-88-0000FF-13-FF0000.png""}",71-60,,,71,61,71,Own data,1
13807,"{""_number_of_values"": 3, ""icon"": ""pie-46-0000FF-46-FF0000-10-964B00.png""}",71-61,"There are a number of instances of T-S-V order but I regard these as fronting for emphasis and none of these examples include overt recipients. There is one instance of S-T-V order, again without an overt recipient, which is common in Hawai'i Pidgin English and which reflects Japanese SOV order.","There are a number of instances of T-S-V order but I regard these as fronting for emphasis and none of these examples include overt recipients. There is one instance of S-T-V order, again without an overt recipient, which is common in Hawai'i Pidgin English and which reflects Japanese SOV order.",71,62,71,Own data,1
13808,"{""wals_value_number"": 5, ""icon"": ""pie-100-0000FF.png""}",71-62,"Pidgin Hawaiian falls somewhere between Value 1 (clearest case) and Value 3 (clearest case). We may thus have a long string of sentences in which the same pronoun subject occurs (uncharacteristic of the clearest case of Value 3), yet omission is also very common beyond what is acceptable in English.","Pidgin Hawaiian falls somewhere between Value 1 (clearest case) and Value 3 (clearest case). We may thus have a long string of sentences in which the same pronoun subject occurs (uncharacteristic of the clearest case of Value 3), yet omission is also very common beyond what is acceptable in English.",71,63,71,Own data,1
13809,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",71-63,,,71,64,71,Own data,1
13810,"{""_number_of_values"": 1, ""icon"": ""pie-100-0000FF.png""}",71-64,"As noted in the note to Example 111, the subject of the existential verb is often the entity that is in the state of existence.","As noted in the note to Example 111, the subject of the existential verb is often the entity that is in the state of existence.",71,65,71,Own data,1
13811,"{""_number_of_values"": 1, ""icon"": ""pie-100-0000FF.png""}",71-65,"The lexifier has Value 5: ke ua nei, 'it's raining' with the verb ua 'to rain' surrounded with the present tense ke VERB nei.","The lexifier has Value 5: <span style=""font-style: italic;"">ke ua nei</span>, 'it's raining' with the verb <span style=""font-style: italic;"">ua</span> 'to rain' surrounded with the present tense <span style=""font-style: italic;"">ke</span> VERB <span style=""font-style: italic;"">nei</span>.",71,66,71,Own data,1
13812,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFF00.png""}",71-66,"The best example for this feature is Example 117 which concerns not a headache but a bellyache. Example 116 concerns a headache but is not typical Pidgin Hawaiian, and Example 115 is a constructed example based on an example that has pro drop but for which the implied subject is the body part.","The best example for this feature is Example 117 which concerns not a headache but a bellyache. Example 116 concerns a headache but is not typical Pidgin Hawaiian, and Example 115 is a constructed example based on an example that has pro drop but for which the implied subject is the body part.",71,67,71,Own data,1
13813,"{""_number_of_values"": 1, ""icon"": ""pie-100-FF0000.png""}",71-67,,,71,68,71,Own data,1
13814,"{""_number_of_values"": 1, ""icon"": ""pie-100-FF0000.png""}",71-68,This is typical of neuter verbs in which the patient/theme/experiencer occupies subject position.,This is typical of neuter verbs in which the patient/theme/experiencer occupies subject position.,71,69,71,Own data,1
13864,"{""wals_value_number"": 1, ""icon"": ""pie-100-FFFFFF.png""}",71-120,,,71,121,71,Own data,1
13850,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFF00.png""}",71-104,"The relative particle ka mea/kela mea was used in clefting constructions in Pidgin Hawaiian, without a highlighter or copula. The lexifier instead uses a non-copula highlighter (based on the benefactive marker) in the case of clefted subjects.","The relative particle <span style=""font-style: italic;"">ka mea/kela mea</span> was used in clefting constructions in Pidgin Hawaiian, without a highlighter or copula. The lexifier instead uses a non-copula highlighter (based on the benefactive marker) in the case of clefted subjects.",71,105,71,Own data 1898,1
13851,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",71-105,,,71,106,71,Own data,1
13852,"{""_number_of_values"": 1, ""icon"": ""pie-100-0000FF.png""}",71-106,,,71,107,71,Own data,1
13817,"{""_number_of_values"": 1, ""icon"": ""pie-100-FF7F00.png""}",71-71,"In Pidgin Hawaiian the marker for comitative phrases (me) may be used to coordinate noun phrases. The usual noun phrase coordinator is a me (a alone is used to coordinate verbs and clauses). Huipū is a noun phrase conjunction in the lexifier, often followed by me; in Pidgin Hawaiian it is a common noun phrase conjunction and does not co-occur with me.","In Pidgin Hawaiian the marker for comitative phrases (<span style=""font-style: italic;"">me</span>) may be used to coordinate noun phrases. The usual noun phrase coordinator is <span style=""font-style: italic;"">a me</span> (<span style=""font-style: italic;"">a</span> alone is used to coordinate verbs and clauses). <span style=""font-style: italic;"">Huipū</span> is a noun phrase conjunction in the lexifier, often followed by <span style=""font-style: italic;"">me</span>; in Pidgin Hawaiian it is a common noun phrase conjunction and does not co-occur with <span style=""font-style: italic;"">me</span>.",71,72,71,Own data,1
13818,"{""wals_value_number"": 2, ""icon"": ""pie-100-FF0000.png""}",71-72,,,71,73,71,Own data,1
13820,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",71-74,"Predicative adjectives are verbal in the lexifier (as neuter verbs), and they appear to retain this status at least in part in the pidgin.","Predicative adjectives are verbal in the lexifier (as neuter verbs), and they appear to retain this status at least in part in the pidgin.",71,75,71,Own data,1
13821,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFB6C1.png""}",71-75,"Locative clauses without an overt copula account for the majority of cases, whereas clauses with noho for locative are in the minority.","Locative clauses without an overt copula account for the majority of cases, whereas clauses with <span style=""font-style: italic;"">noho</span> for locative are in the minority.",71,76,71,Own data,1
13822,"{""wals_value_number"": 2, ""icon"": ""pie-100-FF7F00.png""}",71-76,,,71,77,71,Own data,1
13823,"{""wals_value_number"": 3, ""icon"": ""pie-30-FF0000-70-FF7F00.png""}",71-77,Value 5 is a null copula for predicative possession.,Value 5 is a null copula for predicative possession.,71,78,71,Own data,1
13824,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFF00.png""}",71-78,"In the lexifier, aia was used as the existential verb; this item did not form a part of Pidgin Hawaiian which used loaa 'have, get' instead. It should also be noted that in many cases, no verb occurs at all in existential sentences.","In the lexifier, <span style=""font-style: italic;"">aia</span> was used as the existential verb; this item did not form a part of Pidgin Hawaiian which used <span style=""font-style: italic;"">loaa</span> 'have, get' instead. It should also be noted that in many cases, no verb occurs at all in existential sentences.",71,79,71,Own data,1
13825,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFF00.png""}",71-81,"In the lexifier, motion-to and motion-from are marked differently (circumpositional mai ... mai for 'from'). In Pidgin Hawaiian, this marking is retained only marginally; in the majority of cases the marking is identical (both orientations with the locative ma).","In the lexifier, motion-to and motion-from are marked differently (circumpositional <span style=""font-style: italic;"">mai ... mai </span>for 'from'). In Pidgin Hawaiian, this marking is retained only marginally; in the majority of cases the marking is identical (both orientations with the locative <span style=""font-style: italic;"">ma</span>).",71,82,71,Own data,1
13826,"{""_number_of_values"": 2, ""icon"": ""pie-50-FFFFFF-50-FF0000.png""}",71-79,,,71,80,71,Own data,1
13827,"{""_number_of_values"": 2, ""icon"": ""pie-90-FF0000-10-800080.png""}",71-80,"Although zero marking may occur in motion-to constructions, this is not attested as occurring in motion-from constructions, which all have overt prepositions and circumpositions.","Although zero marking may occur in motion-to constructions, this is not attested as occurring in motion-from constructions, which all have overt prepositions and circumpositions.",71,81,71,Own data,1
13828,"{""_number_of_values"": 2, ""icon"": ""pie-70-0000FF-30-FF7F00.png""}",71-82,"The simple locative marker (used for at-rest situations) ma can be used in place of special motion-to prepositions, malalo can also be used as a motion-to preposition and directional.","The simple locative marker (used for at-rest situations) <span style=""font-style: italic;"">ma</span> can be used in place of special motion-to prepositions, <span style=""font-style: italic;"">malalo</span> can also be used as a motion-to preposition and directional.",71,83,71,Own data,1
13829,"{""_number_of_values"": 2, ""icon"": ""pie-50-0000FF-50-FF7F00.png""}",71-83,,,71,84,71,Own data,1
13830,"{""_number_of_values"": 1, ""icon"": ""pie-100-FF0000.png""}",71-84,Similar directional serial verbs occur in Hawai'i Pidgin English and early Hawai'i Creole English.,Similar directional serial verbs occur in Hawai'i Pidgin English and early Hawai'i Creole English.,71,85,71,Own data,1
13831,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",71-85,,,71,86,71,Own data,1
13914,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",70-50,There is no TAM marking.,There is no TAM marking.,70,51,70,Own knowledge,1
13832,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",71-86,Examples 156 and 157 are not treated as examples of serial verbs because there is a possibility of syntactic dependency. The judgment is indicated as 'certain' and not 'very certain' because the corpus is not complete enough to be sure that the feature did not exist.,Examples 156 and 157 are not treated as examples of serial verbs because there is a possibility of syntactic dependency. The judgment is indicated as 'certain' and not 'very certain' because the corpus is not complete enough to be sure that the feature did not exist.,71,87,71,Own data,1
13853,"{""_number_of_values"": 1, ""icon"": ""pie-100-FF0000.png""}",71-107,,,71,108,71,Own data,1
13854,"{""wals_value_number"": 3, ""icon"": ""pie-100-FFFFFF.png""}",71-108,,,71,109,71,Own data,1
13880,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",70-16,,,70,17,70,Own knowledge,1
13833,"{""_number_of_values"": 2, ""icon"": ""pie-70-FF0000-30-0000FF.png""}",71-87,"The lexifier uses Values 1 (attested rarely), 3, and 4 to indicate reflexivity. It is possible that Value 3 was retained by some speakers (unattested in the data), but Value 4 is the only attested option of these. Another attested option is that represented in Value 6, which is similar to Value 1 in utilizing a pronoun. But in Example 159, the reflexive is twice a borrowing from Hawai'i Pidgin English (the general 1SG pronoun mi), which contrasts with wau which does not have a reflexive use in the text. This represents a late stage in the pidgin (1913), a time when Pidgin Hawaiian was competing with Hawai'i Pidgin English, with prolific borrowing and code-mixing between the two pidgins.","The lexifier uses Values 1 (attested rarely), 3, and 4 to indicate reflexivity. It is possible that Value 3 was retained by some speakers (unattested in the data), but Value 4 is the only attested option of these. Another attested option is that represented in Value 6, which is similar to Value 1 in utilizing a pronoun. But in Example 159, the reflexive is twice a borrowing from Hawai'i Pidgin English (the general 1SG pronoun <span style=""font-style: italic;"">mi</span>), which contrasts with <span style=""font-style: italic;"">wau</span> which does not have a reflexive use in the text. This represents a late stage in the pidgin (1913), a time when Pidgin Hawaiian was competing with Hawai'i Pidgin English, with prolific borrowing and code-mixing between the two pidgins.",71,88,71,Own data,1
13857,"{""wals_value_number"": 1, ""icon"": ""pie-100-FFFF00.png""}",71-112,,,71,113,71,Own data,1
13979,"{""_number_of_values"": 1, ""icon"": ""pie-100-800080.png""}",37-10,,,37,11,37,,1
13834,"{""wals_value_number"": 2, ""icon"": ""pie-100-FF0000.png""}",71-88,"The principal intensifier in Pidgin Hawaiian is no, which may occur with either NPs or VPs (in the lexifier it is usually a modal in the VP).","The principal intensifier in Pidgin Hawaiian is <span style=""font-style: italic;"">no</span>, which may occur with either NPs or VPs (in the lexifier it is usually a modal in the VP).",71,89,71,Own data,1
13835,"{""wals_value_number"": 4, ""icon"": ""pie-100-FFFF00.png""}",71-89,"Reciprocals are not known to use the special kino 'body' form attested in the case of reflexives, but they are formally identical in the case of reflexives that simply use the ordinary pronoun; there are also reciprocal sentences without pronominal subjects that use 'iconic' reciprocals instead.","Reciprocals are not known to use the special <span style=""font-style: italic;"">kino</span> 'body' form attested in the case of reflexives, but they are formally identical in the case of reflexives that simply use the ordinary pronoun; there are also reciprocal sentences without pronominal subjects that use 'iconic' reciprocals instead.",71,90,71,Own data,1
13836,"{""_number_of_values"": 2, ""icon"": ""pie-10-FF0000-90-FFFF00.png""}",71-90,"In the lexifier, the passive consists of marking the verb with -'ia and the agent optionally marked with e. Neither grammatical marker was incorporated into the pidgin, but the former occurs marginally in texts showing strong lexifier influence (which is not typical for the pidgin). Most examples of passives occur in relative clauses.","In the lexifier, the passive consists of marking the verb with -<span style=""font-style: italic;"">'ia </span>and the agent optionally marked with <span style=""font-style: italic;"">e</span>. Neither grammatical marker was incorporated into the pidgin, but the former occurs marginally in texts showing strong lexifier influence (which is not typical for the pidgin). Most examples of passives occur in relative clauses.",71,91,71,Own data,1
13837,"{""wals_value_number"": 8, ""icon"": ""pie-100-FFFFFF.png""}",71-91,,,71,92,71,Own data,1
13838,"{""wals_value_number"": 4, ""icon"": ""pie-100-0000FF.png""}",71-92,"It is possible that resumptive pronouns (which were prolific in Pidgin Hawaiian) were used in relative clauses, but I have not seen any firm evidence of this yet (there is one doubtful example I know of). Also the use of a relative particle (ka mea, or kela mea 'the thing') occurs in object relative clauses, but I have not yet seen examples with subject relative clauses.","It is possible that resumptive pronouns (which were prolific in Pidgin Hawaiian) were used in relative clauses, but I have not seen any firm evidence of this yet (there is one doubtful example I know of). Also the use of a relative particle (<span style=""font-style: italic;"">ka mea</span>, or<span style=""font-style: italic;""> kela mea</span> 'the thing') occurs in object relative clauses, but I have not yet seen examples with subject relative clauses.",71,93,71,Own data,1
13839,"{""_number_of_values"": 1, ""icon"": ""pie-100-0000FF.png""}",71-93,,,71,94,71,Own data,1
13840,"{""_number_of_values"": 1, ""icon"": ""pie-100-964B00.png""}",71-94,"There are no unambiguous cases of instrument relative clauses in the data, save for the potential example in Example 122 and the clear example in Example 171, which unfortunately is in non-reduced Hawaiian at the conclusion of testimony given entirely in Pidgin. It is unlikely that any preposition would have occurred in an instrument relative clause.","There are no unambiguous cases of instrument relative clauses in the data, save for the potential example in Example 122 and the clear example in Example 171, which unfortunately is in non-reduced Hawaiian at the conclusion of testimony given entirely in Pidgin. It is unlikely that any preposition would have occurred in an instrument relative clause.",71,95,71,Own data,1
13841,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",71-95,,,71,96,71,Own data,1
13842,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",71-96,,,71,97,71,Own data,1
13843,"{""wals_value_number"": 1, ""icon"": ""pie-100-0000FF.png""}",71-97,,,71,98,71,Own data,1
13844,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",71-98,,,71,99,71,Own data,1
13845,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",71-99,,,71,100,71,Own data,1
13846,"{""wals_value_number"": 2, ""icon"": ""pie-100-0000FF.png""}",71-100,,,71,101,71,Own data,1
13847,"{""_number_of_values"": 1, ""icon"": ""pie-100-FF0000.png""}",71-101,"It should be noted that there are two different constructions here, NEG SBJ VERB (Example 95, the more common pattern, shared by the lexifier) and SBJ NEG VERB (Example 179, the distinctively pidgin pattern, which was less common).","It should be noted that there are two different constructions here, NEG SBJ VERB (Example 95, the more common pattern, shared by the lexifier) and SBJ NEG VERB (Example 179, the distinctively pidgin pattern, which was less common).",71,102,71,Own data,1
13848,"{""wals_value_number"": 1, ""icon"": ""pie-100-0000FF.png""}",71-102,,,71,103,71,Own data,1
13849,"{""wals_value_number"": 1, ""icon"": ""pie-70-FFFFFF-30-ADD8E6.png""}",71-103,,,71,104,71,Own data,1
13881,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",70-17,,,70,18,70,Own knowledge,1
13855,"{""_number_of_values"": 1, ""icon"": ""pie-100-FF0000.png""}",71-109,"The word pikinini (well-suited to the phonology of Hawaiian) was quite common in the early contact period but it was mostly leveled out once the pidgin stabilized in the early 1880s. There is, however, an example from 1922, so it probably lingered on as a marginal feature.","The word <span style=""font-style: italic;"">pikinini</span> (well-suited to the phonology of Hawaiian) was quite common in the early contact period but it was mostly leveled out once the pidgin stabilized in the early 1880s. There is, however, an example from 1922, so it probably lingered on as a marginal feature.",71,110,71,Own data,1
13856,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",71-110,"Save 'know' was a prevalent feature in Hawai'i Pidgin English, which co-existed with Pidgin Hawaiian, but this feature was not attested in Hawaiian-lexified material, even as a borrowing, and even in the early contact period. Ike 'know' and maopopo 'understand, be understood' were used as the verbs of knowing in Pidgin Hawaiian.","<span style=""font-style: italic;"">Save</span> 'know' was a prevalent feature in Hawai'i Pidgin English, which co-existed with Pidgin Hawaiian, but this feature was not attested in Hawaiian-lexified material, even as a borrowing, and even in the early contact period. <span style=""font-style: italic;"">Ike</span> 'know' and <span style=""font-style: italic;"">maopopo</span> 'understand, be understood' were used as the verbs of knowing in Pidgin Hawaiian.",71,111,71,Own data,1
13858,"{""_number_of_values"": 1, ""icon"": ""pie-100-FF7F00.png""}",71-114,"Unfortunately, there are no clear references to body hair in the corpus, just head hair (Example 195). The lexifier however has a distinct term for head hair (lauoho) and the same term for body hair and feathers (hulu), so it is possible that this overlap was retained in Pidgin Hawaiian.","Unfortunately, there are no clear references to body hair in the corpus, just head hair (Example 195). The lexifier however has a distinct term for head hair (<span style=""font-style: italic;"">lauoho</span>) and the same term for body hair and feathers (<span style=""font-style: italic;"">hulu</span>), so it is possible that this overlap was retained in Pidgin Hawaiian.",71,115,71,Own data,1
